Year,RM,Winter Wheat,Canola,Spring Wheat,Mustard,Durum,Sunflowers,Oats,Lentils,Peas,Barley,Fall Rye,Canary Seed,Spring Rye,Tame Hay,Flax,Chickpeas
1941,40,NA,NA,12,NA,NA,NA,22,NA,NA,19,NA,NA,NA,NA,5,NA
1942,40,NA,NA,13,NA,NA,NA,33,NA,NA,26,7,NA,NA,NA,4,NA
1943,40,NA,NA,22,NA,NA,NA,35,NA,NA,29,9,NA,NA,NA,8,NA
1944,40,NA,NA,16,NA,NA,NA,24,NA,NA,20,NA,NA,NA,NA,6,NA
1945,40,NA,NA,5,NA,NA,NA,8,NA,NA,8,4,NA,NA,NA,2,NA
1946,40,NA,NA,7,NA,NA,NA,11,NA,NA,12,6,NA,NA,NA,2,NA
1947,40,NA,NA,14,NA,NA,NA,21,NA,NA,19,9,NA,NA,NA,4,NA
1948,40,NA,NA,11,NA,NA,NA,16,NA,NA,14,8,NA,NA,NA,5,NA
1949,40,NA,NA,4,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,2,NA
1950,40,NA,NA,20,NA,NA,NA,32,NA,NA,29,14,NA,NA,NA,8,NA
1951,40,NA,NA,14,NA,NA,NA,24,NA,NA,22,10,NA,NA,NA,6,NA
1952,40,NA,NA,18,NA,NA,NA,33,NA,NA,25,10,NA,NA,NA,9,NA
1953,40,NA,NA,19,NA,NA,NA,35,NA,NA,26,16,NA,NA,NA,11,NA
1954,40,NA,NA,5,NA,NA,NA,32,NA,NA,21,14,NA,NA,NA,11,NA
1955,40,NA,NA,21,NA,NA,NA,38,NA,NA,30,18,NA,NA,NA,13,NA
1956,40,NA,NA,19,NA,NA,NA,36,NA,NA,26,6,NA,NA,NA,8,NA
1957,40,NA,NA,13,NA,NA,NA,20,NA,NA,16,7,NA,NA,NA,4,NA
1958,40,NA,NA,9,NA,NA,NA,24,NA,NA,19,7,NA,NA,NA,4,NA
1959,40,NA,NA,5,NA,NA,NA,14,NA,NA,9,4,NA,NA,NA,4,NA
1960,40,NA,NA,15,NA,NA,NA,31,NA,NA,21,14,NA,NA,NA,8,NA
1961,40,NA,NA,2,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,1,NA
1962,40,NA,NA,20,NA,NA,NA,40,NA,NA,30,15,NA,NA,NA,10,NA
1963,40,NA,NA,22,NA,NA,NA,45,NA,NA,34,15,NA,NA,NA,12,NA
1964,40,NA,NA,11,NA,NA,NA,27,NA,NA,24,7,NA,NA,NA,6,NA
1965,40,NA,NA,23,NA,NA,NA,59,NA,NA,36,15,NA,NA,NA,9,NA
1966,40,NA,NA,18,NA,NA,NA,39,NA,NA,30,14,NA,NA,NA,9,NA
1967,40,NA,NA,10,NA,NA,NA,24,NA,NA,18,12,NA,NA,NA,6,NA
1968,40,NA,NA,8,NA,NA,NA,20,NA,NA,15,9,NA,NA,NA,NA,NA
1969,40,NA,12,25,NA,NA,NA,54,NA,NA,40,13,NA,NA,NA,16,NA
1970,40,NA,NA,21,NA,20,NA,43,NA,NA,38,20,NA,NA,NA,13,NA
1971,40,NA,NA,15,NA,16,NA,31,NA,NA,26,12,NA,NA,NA,8,NA
1972,40,NA,NA,20,NA,19,NA,40,NA,NA,33,NA,NA,NA,NA,9,NA
1973,40,NA,NA,21,NA,20,NA,38,NA,NA,38,12,NA,NA,NA,9,NA
1974,40,NA,NA,19,NA,17,NA,35,NA,NA,30,16,NA,NA,NA,10,NA
1975,40,NA,NA,22,NA,24,NA,45,NA,NA,38,22,NA,NA,NA,NA,NA
1976,40,NA,NA,34,NA,32,NA,60,NA,NA,50,30,NA,NA,NA,12,NA
1977,40,NA,NA,30,NA,27,NA,55,NA,NA,42,25,NA,NA,NA,18,NA
1978,40,NA,NA,32,NA,31,NA,60,NA,NA,40,39,NA,NA,NA,12,NA
1979,40,NA,NA,20,NA,16,NA,33,NA,NA,30,NA,NA,NA,NA,4,NA
1980,40,NA,NA,15,NA,15,NA,25,NA,NA,20,NA,NA,NA,NA,4,NA
1981,40,NA,NA,12,NA,12,NA,25,NA,NA,15,NA,NA,NA,NA,NA,NA
1982,40,NA,NA,30,NA,30,NA,65,NA,NA,55,NA,NA,NA,NA,20,NA
1983,40,NA,NA,18.5,NA,17.7,NA,32.5,NA,NA,27.5,45,NA,NA,NA,10,NA
1984,40,NA,NA,14,NA,10,NA,10,NA,NA,15,10,NA,NA,0,5,NA
1985,40,NA,NA,6,NA,4.5,NA,15,NA,NA,10,15,NA,NA,0.5,5,NA
1986,40,NA,NA,30,NA,34,NA,55,NA,NA,50,35,NA,NA,2,20,NA
1987,40,NA,NA,24.6,NA,24.5,NA,40,NA,NA,39,20,NA,NA,0.8,20,NA
1988,40,NA,NA,9,NA,10.5,NA,20,NA,NA,20,12,NA,NA,NA,6,NA
1989,40,NA,NA,15.5,NA,14,NA,12,NA,NA,20,25,NA,NA,1,8,NA
1990,40,NA,NA,27.4,NA,27.3,NA,50,NA,NA,29.3,30,NA,NA,1,20,NA
1991,40,NA,NA,25.9,NA,31.2,NA,62.9,NA,NA,42.9,25,NA,NA,1.4,20,NA
1992,40,NA,NA,29.8,NA,30.1,NA,53.8,NA,NA,57.7,30,NA,NA,1,15,NA
1993,40,NA,NA,33.2,NA,34.9,NA,80,NA,NA,66.3,NA,NA,NA,1.5,20,NA
1994,40,NA,15,26.4,624,26,NA,65,NA,NA,38,NA,NA,NA,NA,20,NA
1995,40,NA,15,23.5,500,28.1,NA,66.6,1500,NA,55.9,NA,NA,NA,0.99,12,NA
1996,40,NA,15,26.9,550,31.2,NA,65,578,10,37.5,30,1000,25,1.1,20,NA
1997,40,NA,9.7,16.4,625,21,NA,40.7,975,17.2,40.7,20,800,NA,0.5,15,NA
1998,40,NA,14.5,21.7,795,26.2,NA,44.8,NA,29.2,36.8,NA,1095,NA,NA,NA,NA
1999,40,NA,27.2,27.4,750,27.8,NA,61.7,1096.5,38.2,44.7,NA,NA,NA,NA,19.9,NA
2000,40,NA,22.7,20.4,426.6,29.5,NA,44.5,1475.9,27.8,30.9,NA,NA,NA,NA,16.5,NA
2001,40,NA,NA,21.7,506,25,NA,37,989,24.8,36.1,NA,NA,NA,NA,NA,NA
2002,40,NA,13.6,17.9,527,22.9,NA,46.5,654,18.2,24.1,NA,NA,NA,NA,NA,NA
2003,40,NA,8,15.6,296,12.5,NA,28.7,300,14,19.6,25,NA,NA,NA,6.3,NA
2004,40,NA,NA,18,449,23.3,NA,49.8,655,32.8,31.8,NA,NA,NA,NA,8,NA
2005,40,25,16,25.7,600,27.4,NA,53.9,600,28.4,38.8,NA,NA,NA,NA,17.5,773
2006,40,17,7.1,17,450,17.9,NA,30.7,420,16.7,23.5,NA,NA,NA,NA,7,665
2007,40,25,13.5,15.7,500,18.4,NA,31.4,390,21,24.3,NA,NA,NA,NA,NA,766
2008,40,19.3,NA,23.9,625,24.8,NA,42.7,NA,24.3,31.6,25.5,NA,NA,NA,12.6,1023
2009,40,16,25,26.1,750,26.9,NA,44.5,NA,22.8,44,12,NA,NA,NA,17.9,896
2010,40,NA,25.6,25.8,682,24,1200,11.7,1208,18.3,52.5,19.3,NA,NA,NA,20.8,1056
2011,40,27.7,24.7,21.9,332,24.4,NA,43.8,984,19.9,27.2,37.9,NA,NA,NA,14,1637
2012,40,42.7,21.9,26.4,NA,28.3,NA,NA,1076,25.8,27.8,45,NA,NA,NA,13.5,1441
2013,40,31.7,27.6,29.9,965,29.7,NA,38.8,1511,34.5,45.8,30,NA,NA,NA,22,1750
2014,40,21.19,35.12,31.87,597.22,30.13,0,51.64,1324.68,29.3,38.38,39.49,NA,0,0,20,NA
2015,40,NA,26.86,25.82,644.68,22.67,NA,25.61,1194.36,18.7,30.8,31.79,NA,NA,NA,17.56,NA
2016,40,45.3,37.1,24.1,651,38.8,NA,124.9,1536,31.5,42.4,56.2,NA,NA,NA,22.8,2626
2017,40,NA,11.57,12.56,170.02,14.95,NA,19.6,516.19,11.1,NA,NA,NA,NA,NA,10.57,972.67
2018,40,NA,30,17.8,185,22.2,NA,19.6,583,19.1,45,NA,NA,NA,NA,15.3,1263
2019,40,NA,29.9,28.9,503,38.3,NA,NA,1173,29.9,46.7,NA,NA,NA,NA,17.3,NA
2020,40,NA,26.6,26.4,646,41.3,NA,43.9,1383,34,37.3,NA,NA,NA,NA,22.9,1800
2021,40,NA,20.6,8.9,NA,28,NA,NA,1096,21.6,24.3,NA,NA,NA,NA,14.2,NA
2022,40,NA,25.9,15.7,357.1,36.6,NA,NA,850.6,27.1,14,NA,NA,NA,NA,15.6,NA
2023,40,NA,18.8,6.3,560,21,NA,14.8,858.1,23.6,24.9,NA,NA,NA,NA,43.9,NA
2024,40,NA,7.4,16,NA,16.8,NA,NA,757,13.4,10.4,NA,NA,NA,NA,4,NA
2025,40,NA,44.2,30.1,NA,40.2,NA,NA,1243,39.4,30.5,NA,NA,NA,NA,30,NA
1938,42,NA,NA,6,NA,NA,NA,16,NA,NA,10,NA,NA,NA,NA,2,NA
1939,42,NA,NA,16,NA,NA,NA,28,NA,NA,24,NA,NA,NA,NA,8,NA
1940,42,NA,NA,19,NA,NA,NA,38,NA,NA,34,NA,NA,NA,NA,8,NA
1941,42,NA,NA,8,NA,NA,NA,25,NA,NA,22,NA,NA,NA,NA,3,NA
1942,42,NA,NA,25,NA,NA,NA,49,NA,NA,37,17,NA,NA,NA,7,NA
1943,42,NA,NA,21,NA,NA,NA,40,NA,NA,30,18,NA,NA,NA,7,NA
1944,42,NA,NA,16,NA,NA,NA,32,NA,NA,25,17,NA,NA,NA,7,NA
1945,42,NA,NA,5,NA,NA,NA,14,NA,NA,12,15,NA,NA,NA,3,NA
1946,42,NA,NA,8,NA,NA,NA,15,NA,NA,12,6,NA,NA,NA,3,NA
1947,42,NA,NA,19,NA,NA,NA,36,NA,NA,29,16,NA,NA,NA,7,NA
1948,42,NA,NA,15,NA,NA,NA,24,NA,NA,20,9,NA,NA,NA,8,NA
1949,42,NA,NA,5,NA,NA,NA,7,NA,NA,7,6,NA,NA,NA,3,NA
1950,42,NA,NA,20,NA,NA,NA,35,NA,NA,26,17,NA,NA,NA,NA,NA
1951,42,NA,NA,13,NA,NA,NA,20,NA,NA,19,11,NA,NA,NA,4,NA
1952,42,NA,NA,15,NA,NA,NA,31,NA,NA,24,11,NA,NA,NA,8,NA
1953,42,NA,NA,25,NA,NA,NA,49,NA,NA,38,19,NA,NA,NA,10,NA
1954,42,NA,NA,8,NA,NA,NA,36,NA,NA,28,12,NA,NA,NA,9,NA
1955,42,NA,NA,21,NA,NA,NA,34,NA,NA,28,21,NA,NA,NA,12,NA
1956,42,NA,NA,18,NA,NA,NA,35,NA,NA,28,10,NA,NA,NA,9,NA
1957,42,NA,NA,14,NA,NA,NA,22,NA,NA,19,6,NA,NA,NA,4,NA
1958,42,NA,NA,10,NA,NA,NA,20,NA,NA,20,8,NA,NA,NA,5,NA
1959,42,NA,NA,7,NA,NA,NA,15,NA,NA,14,9,NA,NA,NA,4,NA
1960,42,NA,NA,17,NA,NA,NA,32,NA,NA,24,14,NA,NA,NA,7,NA
1961,42,NA,NA,4,NA,NA,NA,6,NA,NA,4,0,NA,NA,NA,3,NA
1962,42,NA,NA,21,NA,NA,NA,37,NA,NA,31,18,NA,NA,NA,10,NA
1963,42,NA,NA,28,NA,NA,NA,53,NA,NA,41,21,NA,NA,NA,16,NA
1964,42,NA,NA,18,NA,NA,NA,32,NA,NA,24,10,NA,NA,NA,8,NA
1965,42,NA,NA,25,NA,NA,NA,57,NA,NA,46,19,NA,NA,NA,12,NA
1966,42,NA,NA,25,NA,NA,NA,57,NA,NA,41,16,NA,NA,NA,10,NA
1967,42,NA,NA,14,NA,NA,NA,30,NA,NA,21,NA,NA,NA,NA,5,NA
1968,42,NA,NA,12,NA,NA,NA,28,NA,NA,19,10,NA,NA,NA,7,NA
1969,42,NA,NA,28,NA,NA,NA,58,NA,NA,42,13,NA,NA,NA,14,NA
1970,42,NA,NA,24,NA,22,NA,51,NA,NA,37,18,NA,NA,NA,13,NA
1971,42,NA,NA,17,NA,16,NA,35,NA,NA,31,14,NA,NA,NA,8,NA
1972,42,NA,NA,22,NA,22,NA,49,NA,NA,40,NA,NA,NA,NA,10,NA
1973,42,NA,NA,24,NA,20,NA,52,NA,NA,47,20,NA,NA,NA,10,NA
1974,42,NA,NA,20,NA,18,NA,50,NA,NA,32,14,NA,NA,NA,8,NA
1975,42,NA,NA,24,NA,22,NA,48,NA,NA,37,18,NA,NA,NA,NA,NA
1976,42,NA,NA,38,NA,35,NA,60,NA,NA,50,25,NA,NA,NA,NA,NA
1977,42,NA,NA,27,NA,26,NA,57,NA,NA,45,25,NA,NA,NA,18,NA
1978,42,NA,NA,30,NA,30,NA,66,NA,NA,49,40,NA,NA,NA,17,NA
1979,42,NA,25,22,NA,22,NA,42,NA,NA,38,18,NA,NA,NA,14,NA
1980,42,NA,NA,25,NA,18,NA,35,NA,NA,18,16,NA,NA,NA,10,NA
1981,42,NA,NA,20,NA,18,NA,38,NA,NA,30,22,NA,NA,NA,NA,NA
1982,42,NA,NA,34,NA,35,NA,56,NA,NA,50,38,NA,NA,NA,16,NA
1983,42,NA,NA,22.1,NA,21.7,NA,40,NA,NA,32.3,33,NA,NA,NA,15,NA
1984,42,NA,6,15.4,NA,13.6,NA,22.7,NA,NA,20.2,15,NA,NA,0.28,6,NA
1985,42,NA,11,12.5,NA,7.5,NA,22.9,NA,NA,19.9,16,NA,NA,1.15,13,NA
1986,42,NA,NA,30.1,NA,29.3,NA,55,NA,NA,46,25,NA,NA,1.25,14,NA
1987,42,NA,NA,31.1,NA,31.3,NA,65,NA,NA,51.8,29,NA,NA,1.2,13,NA
1988,42,NA,NA,14.5,NA,14.9,NA,30,NA,NA,29,8.3,NA,NA,0.5,7,NA
1989,42,NA,NA,18,NA,18,NA,26.6,NA,NA,27.5,16.7,NA,NA,1.83,8,NA
1990,42,NA,NA,29.2,NA,26,NA,35.1,NA,NA,43.5,25,NA,NA,1.47,19,NA
1991,42,NA,NA,33.7,NA,38.3,NA,61.3,NA,NA,55.3,28.2,NA,NA,1.37,15,NA
1992,42,NA,NA,38.3,NA,32.2,NA,71.2,1000,NA,71.1,30,NA,NA,1.25,15,NA
1993,42,NA,NA,33.9,1000,37.5,450,71.5,1248,NA,65.7,30,NA,NA,0.5,30,NA
1994,42,NA,20,25,519,31.3,400,67.9,909,NA,38.5,50,1000,NA,2.5,8,NA
1995,42,20,18.9,29.1,900,31.9,NA,68.9,945,NA,51.9,NA,NA,NA,2,20,NA
1996,42,NA,22,35.4,707,34.9,NA,54.6,732,25,49.6,40,959,0,1.2,NA,NA
1997,42,NA,17.4,27.4,645.4,27.4,NA,44.7,653.7,23.1,44.9,25,NA,NA,0.9,12,NA
1998,42,NA,15.7,28.8,720.1,31,NA,42.4,835.7,26.4,46.4,28,NA,NA,NA,17,NA
1999,42,NA,25.7,37.3,1044.8,36.2,NA,51.8,1300.5,35.1,56.6,45,NA,NA,NA,20.6,NA
2000,42,36.3,19.2,30.4,985.2,34.6,NA,69.5,1416.3,38,53.5,30,NA,NA,NA,23.2,NA
2001,42,25.2,14.8,25,934,28.5,NA,51.2,1038,31.3,43.6,25,NA,NA,NA,14.8,NA
2002,42,NA,18,25.5,586,26.8,NA,41.4,1065,26.7,41.9,NA,NA,NA,NA,15.4,NA
2003,42,NA,10.5,20,310,18.6,504,28.4,475,14.2,24.7,NA,NA,NA,NA,5.3,NA
2004,42,NA,24.4,27.8,552,26.3,NA,48.9,1278,36.1,40,NA,NA,NA,NA,17.9,NA
2005,42,NA,21.5,28.8,712,31.3,NA,52.6,1278,30,50.4,NA,NA,NA,NA,20.1,1344
2006,42,43.5,13.5,25.1,525,22.2,NA,34.9,875,19.6,37.2,NA,NA,NA,NA,15.5,885
2007,42,32.5,8.5,22.4,500,21.9,NA,27.2,811,22.8,23.3,NA,NA,NA,NA,7.5,1016
2008,42,42.5,20,24.4,675,24.7,NA,43.8,803,23.6,36.5,NA,NA,NA,NA,15,1260
2009,42,40.3,24,32.4,1100,30.1,NA,67.8,1506,28.1,51.3,NA,NA,NA,NA,21,1200
2010,42,30.8,24.1,27.7,832,29,NA,41.3,1115,25.8,40.3,NA,NA,NA,NA,17.1,1423
2011,42,33.6,22,23.3,950,31.6,NA,41.3,1209,22.4,40.2,NA,NA,NA,NA,15.9,1190
2012,42,48.3,22.2,32,750,31.1,NA,45,1472,29.1,45.5,NA,NA,NA,NA,17.3,1331
2013,42,39.8,35.5,35.8,1160,33.8,NA,37.3,1621,33.2,56.4,NA,NA,NA,NA,22,2210
2014,42,43.72,35.43,35.61,850.49,38.01,0,51.55,1515.04,32.7,48.46,NA,NA,0,0,21.59,1500
2015,42,28.73,37.93,27.47,630.57,34.25,NA,64.91,1163.23,26.8,39.31,NA,NA,NA,NA,16.46,1938.89
2016,42,NA,50.9,40.5,1056,52.7,NA,78.1,1586,38.2,52.8,40,NA,NA,NA,25.2,2559
2017,42,NA,14.91,14.94,308.39,17.97,NA,NA,867.24,16.1,22.96,NA,NA,NA,NA,11.23,601.37
2018,42,NA,34,28,595,27,NA,NA,614,26,60,NA,NA,NA,NA,19,1691
2019,42,NA,37.6,36.4,833,46.1,NA,NA,1486,31,56,NA,NA,NA,NA,NA,1872
2020,42,NA,32.5,35.4,NA,46.9,NA,NA,1382,36.9,53.7,NA,NA,NA,NA,22.6,1881
2021,42,NA,13.6,18.9,306,14.9,NA,NA,567,14.6,23.5,NA,NA,NA,NA,8.6,1157
2022,42,NA,25.4,27.5,NA,38.5,NA,NA,1176.6,27.3,40.5,NA,NA,NA,NA,19.1,804.7
2023,42,NA,27.4,19.7,500.4,26.3,NA,NA,882.7,25.5,29.5,NA,NA,NA,NA,21.3,NA
2024,42,NA,10.7,19.4,645,21.6,NA,NA,713,21.1,32.3,NA,NA,NA,NA,12,807
2025,42,NA,25.6,15.1,560,24.4,NA,NA,1352,25.4,26.2,NA,NA,NA,NA,32.1,2477
1938,43,NA,NA,6,NA,NA,NA,25,NA,NA,18,NA,NA,NA,NA,NA,NA
1939,43,NA,NA,20,NA,NA,NA,24,NA,NA,24,NA,NA,NA,NA,8,NA
1940,43,NA,NA,14,NA,NA,NA,20,NA,NA,20,NA,NA,NA,NA,6,NA
1941,43,NA,NA,7,NA,NA,NA,9,NA,NA,10,NA,NA,NA,NA,2,NA
1942,43,NA,NA,23,NA,NA,NA,46,NA,NA,38,20,NA,NA,NA,11,NA
1943,43,NA,NA,19,NA,NA,NA,35,NA,NA,27,12,NA,NA,NA,7,NA
1944,43,NA,NA,16,NA,NA,NA,28,NA,NA,20,11,NA,NA,NA,6,NA
1945,43,NA,NA,5,NA,NA,NA,8,NA,NA,7,4,NA,NA,NA,1,NA
1946,43,NA,NA,5,NA,NA,NA,9,NA,NA,8,2,NA,NA,NA,1,NA
1947,43,NA,NA,15,NA,NA,NA,23,NA,NA,23,14,NA,NA,NA,5,NA
1948,43,NA,NA,7,NA,NA,NA,12,NA,NA,9,4,NA,NA,NA,6,NA
1949,43,NA,NA,4,NA,NA,NA,3,NA,NA,6,2,NA,NA,NA,2,NA
1950,43,NA,NA,16,NA,NA,NA,30,NA,NA,24,14,NA,NA,NA,5,NA
1951,43,NA,NA,10,NA,NA,NA,19,NA,NA,15,7,NA,NA,NA,6,NA
1952,43,NA,NA,13,NA,NA,NA,32,NA,NA,25,10,NA,NA,NA,7,NA
1953,43,NA,NA,25,NA,NA,NA,40,NA,NA,33,15,NA,NA,NA,9,NA
1954,43,NA,NA,10,NA,NA,NA,32,NA,NA,22,12,NA,NA,NA,10,NA
1955,43,NA,NA,18,NA,NA,NA,32,NA,NA,27,13,NA,NA,NA,10,NA
1956,43,NA,NA,15,NA,NA,NA,29,NA,NA,20,7,NA,NA,NA,6,NA
1957,43,NA,NA,9,NA,NA,NA,13,NA,NA,12,5,NA,NA,NA,3,NA
1958,43,NA,NA,6,NA,NA,NA,14,NA,NA,9,3,NA,NA,NA,2,NA
1959,43,NA,NA,7,NA,NA,NA,13,NA,NA,9,5,NA,NA,NA,2,NA
1960,43,NA,NA,14,NA,NA,NA,30,NA,NA,23,16,NA,NA,NA,5,NA
1961,43,NA,NA,5,NA,NA,NA,3,NA,NA,4,3,NA,NA,NA,2,NA
1962,43,NA,NA,22,NA,NA,NA,44,NA,NA,35,22,NA,NA,NA,4,NA
1963,43,NA,NA,27,NA,NA,NA,50,NA,NA,40,24,NA,NA,NA,11,NA
1964,43,NA,NA,17,NA,NA,NA,25,NA,NA,21,15,NA,NA,NA,6,NA
1965,43,NA,NA,22,NA,NA,NA,55,NA,NA,38,13,NA,NA,NA,11,NA
1966,43,NA,NA,23,NA,NA,NA,42,NA,NA,38,16,NA,NA,NA,10,NA
1967,43,NA,NA,13,NA,NA,NA,21,NA,NA,17,10,NA,NA,NA,7,NA
1968,43,NA,NA,14,NA,NA,NA,25,NA,NA,17,11,NA,NA,NA,5,NA
1969,43,NA,NA,25,NA,NA,NA,50,NA,NA,40,10,NA,NA,NA,11,NA
1970,43,NA,14,22,NA,21,NA,44,NA,NA,35,18,NA,NA,NA,13,NA
1971,43,NA,NA,14,NA,14,NA,31,NA,NA,27,13,NA,NA,NA,7,NA
1972,43,NA,NA,21,NA,20,NA,45,NA,NA,35,16,NA,NA,NA,10,NA
1973,43,NA,NA,24,NA,23,NA,38,NA,NA,36,15,NA,NA,NA,NA,NA
1974,43,NA,NA,18,NA,17,NA,32,NA,NA,29,17,NA,NA,NA,NA,NA
1975,43,NA,NA,21,NA,22,NA,40,NA,NA,28,24,NA,NA,NA,5,NA
1976,43,NA,NA,28,NA,29,NA,66,NA,NA,45,24,NA,NA,NA,13,NA
1977,43,NA,NA,27,NA,25,NA,55,NA,NA,43,20,NA,NA,NA,15,NA
1978,43,NA,18,26,NA,28,NA,58,NA,NA,37,25,NA,NA,NA,12,NA
1979,43,NA,NA,21,NA,22,NA,50,NA,NA,33,20,NA,NA,NA,15,NA
1980,43,NA,NA,12,NA,12,NA,25,NA,NA,20,15,NA,NA,NA,10,NA
1981,43,NA,NA,20,NA,20,NA,40,NA,NA,30,19,NA,NA,NA,NA,NA
1982,43,NA,NA,30,NA,30,NA,59,NA,NA,43,30,NA,NA,NA,18,NA
1983,43,NA,NA,21.1,NA,20.5,NA,45.7,NA,NA,33,20,NA,NA,NA,11,NA
1984,43,NA,4,12.3,NA,13,NA,23.6,NA,NA,26,20,NA,NA,0.25,5,NA
1985,43,NA,NA,7.2,NA,5.8,NA,13.3,NA,NA,10,10,NA,NA,0.25,5,NA
1986,43,NA,NA,24.7,NA,24,NA,48.3,NA,NA,37,27.5,NA,NA,1.17,12,NA
1987,43,NA,NA,27.5,NA,26.2,NA,60,NA,NA,37.5,22,NA,NA,1.52,20,NA
1988,43,NA,NA,11.5,NA,11.4,NA,26.7,NA,NA,21,13.5,NA,NA,0.15,7,NA
1989,43,NA,NA,14.4,NA,14.7,NA,22.5,NA,NA,30,21,NA,NA,0.52,6,NA
1990,43,NA,NA,19.2,NA,15.5,NA,52.6,NA,NA,30,22,NA,NA,0.4,10,NA
1991,43,NA,NA,29,NA,37.7,NA,62.3,NA,NA,41.8,9,NA,NA,1.31,15,NA
1992,43,NA,NA,25.6,1000,28.4,NA,47.7,NA,NA,35.6,20,NA,42.8,1.28,14,NA
1993,43,NA,NA,26.3,1015,25.8,NA,65.1,795,NA,49.8,NA,NA,NA,1,19.3,NA
1994,43,NA,25,26,678,25.7,NA,53.3,1015,NA,48.2,20,NA,37.5,1.75,15,NA
1995,43,20,20,30.5,742,26.1,NA,60.9,950,NA,52,22,560,NA,0.77,15,NA
1996,43,20,23.2,23.7,509,24.5,NA,46.6,540,NA,38.1,20,500,20,0.7,15,NA
1997,43,15,18,23.5,629.7,21.3,NA,37.8,783.3,21,29.5,18,500,18,0.7,12.5,NA
1998,43,NA,8.6,20.7,493.9,20.6,NA,42.1,690,14.7,48.1,20,NA,21.5,NA,10,NA
1999,43,24.5,17.5,29.1,807.9,31.4,1000,57.9,1158.9,27.7,47.3,41.7,NA,41.8,NA,15.3,NA
2000,43,20,18,30.6,949.5,35.6,NA,57.1,1465.9,36.7,52.7,28,NA,25,NA,18.8,NA
2001,43,28,20,26.6,859,24.4,NA,45.9,1400,28.2,38.5,30,NA,25,NA,16.5,NA
2002,43,23.4,16,20.3,558,23.6,NA,45.8,900,26.7,37.4,25,NA,30,NA,12.7,NA
2003,43,16,11.6,19.8,435,15.5,NA,30.2,522,14.2,23.7,27.5,NA,NA,NA,7.6,NA
2004,43,27.5,21.4,27.6,830,30.7,NA,71.6,1643,39.1,35,23.8,1075,NA,NA,18,NA
2005,43,NA,NA,24.4,902,29.1,NA,69.3,1179,32.9,32,NA,NA,NA,NA,17.5,NA
2006,43,25,20,18.7,526,18.9,NA,31.7,381,14.5,24.6,20,NA,NA,NA,7,946
2007,43,22.5,14,17.1,349,18.6,NA,32.5,690,14.8,25.2,18.5,NA,NA,NA,9,855
2008,43,17.5,15,21.9,385,25.5,NA,41.1,1012,17.2,37.5,20,NA,NA,NA,15,870
2009,43,26.5,NA,27.7,749,27.4,NA,45.9,1354,28.4,38.8,25,NA,NA,NA,17.3,1200
2010,43,16.8,19.9,26.3,682,24.5,NA,40.4,1192,24.5,37.6,25,NA,NA,NA,20,827
2011,43,30,17.4,24,431,22.9,NA,37.8,712,21.9,21.5,30,NA,NA,NA,11.8,1280
2012,43,37.8,21.5,32.4,822,32,NA,32.4,1454,26,86.6,40,NA,NA,NA,13.6,1844
2013,43,25.4,30.3,33,1184,31.8,NA,60.3,1889,37.3,52.6,50,NA,NA,NA,21.5,1929
2014,43,35,25.92,28.36,1017.06,31.3,0,49.67,1261.53,32.6,42.74,32.5,NA,0,0,21.66,1800
2015,43,32,20.48,24.82,835.97,25.04,NA,48.01,1038.05,24.9,20.79,30,NA,NA,NA,19.51,1474.95
2016,43,35,37.3,28.9,836,40.2,NA,67.7,1300,35,34.1,50,NA,NA,NA,25,1561
2017,43,22,9.49,16.98,443.48,14.21,NA,30,398.58,13.1,10.19,20,NA,NA,NA,7.02,600
2018,43,25,15.5,18.5,750,19.7,NA,31,721,15.9,20,25,NA,NA,NA,11,1191
2019,43,40,18,32,849,35.3,NA,46,1427,21.2,30.5,35,NA,NA,NA,30,1821
2020,43,50,22.2,37.2,858,38.9,NA,40.3,1554,30,40,40,NA,NA,NA,35,2100
2021,43,15,6,8.7,450,6.9,NA,15,446,5.8,5.6,10,NA,NA,NA,5.5,600
2022,43,40,25.9,30.3,754.9,28.2,NA,35.1,1290,21,31,40,NA,NA,NA,19.7,1551.4
2023,43,NA,11.8,15.5,312.9,16.9,NA,NA,632.3,16.6,2.9,NA,NA,NA,NA,17.4,2090
2024,43,NA,8,19.9,167,17,NA,17.7,608,13.6,14.9,NA,NA,NA,NA,5.6,1202
2025,43,23,18.1,13.9,324,14.1,NA,11.4,850,10.7,20.9,NA,NA,NA,NA,17.2,1067
1938,44,NA,NA,7,NA,NA,NA,23,NA,NA,25,NA,NA,NA,NA,3,NA
1939,44,NA,NA,16,NA,NA,NA,34,NA,NA,25,NA,NA,NA,NA,6,NA
1940,44,NA,NA,12,NA,NA,NA,25,NA,NA,19,NA,NA,NA,NA,6,NA
1941,44,NA,NA,6,NA,NA,NA,4,NA,NA,10,NA,NA,NA,NA,2,NA
1942,44,NA,NA,30,NA,NA,NA,58,NA,NA,44,26,NA,NA,NA,10,NA
1943,44,NA,NA,17,NA,NA,NA,33,NA,NA,32,12,NA,NA,NA,8,NA
1944,44,NA,NA,16,NA,NA,NA,33,NA,NA,27,10,NA,NA,NA,7,NA
1945,44,NA,NA,5,NA,NA,NA,4,NA,NA,7,9,NA,NA,NA,2,NA
