Risk_Zone,Crop,Variety,Year,Acres,Yield
9,Wheat - Hard Red Spring,HOCKLEY AAC,2023,605,36.5
9,Wheat - Hard Red Spring,HOCKLEY AAC,2024,520,24.9
9,Wheat - Hard Red Spring,HOCKLEY AAC,2025,481,35.4
9,Wheat - Hard Red Spring,HUGHES CDC VB,2021,655,11.7
9,Wheat - Hard Red Spring,HUGHES CDC VB,2022,,
9,Wheat - Hard Red Spring,HUGHES CDC VB,2023,811,21.6
9,Wheat - Hard Red Spring,HUGHES CDC VB,2024,762,42.3
9,Wheat - Hard Red Spring,HUGHES CDC VB,2025,509,30.9
9,Wheat - Hard Red Spring,PLENTIFUL CDC,2021,4513,28.1
9,Wheat - Hard Red Spring,PLENTIFUL CDC,2022,4001,31.1
9,Wheat - Hard Red Spring,PLENTIFUL CDC,2023,3312,31.7
9,Wheat - Hard Red Spring,PLENTIFUL CDC,2024,2226,28.5
9,Wheat - Hard Red Spring,PLENTIFUL CDC,2025,1542,23.4
9,Wheat - Hard Red Spring,TISDALE AAC,2021,,
9,Wheat - Hard Red Spring,TISDALE AAC,2022,599,13.7
9,Wheat - Hard Red Spring,TISDALE AAC,2023,,
9,Wheat - Hard Red Spring,TISDALE AAC,2024,763,21.3
9,Wheat - Hard Red Spring,TISDALE AAC,2025,889,25.2
9,Wheat - Hard Red Spring,VIEWFIELD AAC,2021,5742,22.7
9,Wheat - Hard Red Spring,VIEWFIELD AAC,2022,4541,35.9
9,Wheat - Hard Red Spring,VIEWFIELD AAC,2023,13340,32.6
9,Wheat - Hard Red Spring,VIEWFIELD AAC,2024,11243,30.9
9,Wheat - Hard Red Spring,VIEWFIELD AAC,2025,14763,38.6
9,Wheat - Hard Red Spring,WESTKING AAC,2021,,
9,Wheat - Hard Red Spring,WESTKING AAC,2022,,
9,Wheat - Hard Red Spring,WESTKING AAC,2023,,
9,Wheat - Hard Red Spring,WESTKING AAC,2024,,
9,Wheat - Hard Red Spring,WESTKING AAC,2025,739,24.0
9,Wheat - Hard Red Spring,WHEATLAND VB AAC,2021,,
9,Wheat - Hard Red Spring,WHEATLAND VB AAC,2022,4189,24.1
9,Wheat - Hard Red Spring,WHEATLAND VB AAC,2023,3743,26.8
9,Wheat - Hard Red Spring,WHEATLAND VB AAC,2024,7069,39.6
9,Wheat - Hard Red Spring,WHEATLAND VB AAC,2025,11559,25.6
9,Wheat - Winter,GOLDRUSH AAC,2021,,
9,Wheat - Winter,GOLDRUSH AAC,2022,,
9,Wheat - Winter,GOLDRUSH AAC,2023,,
9,Wheat - Winter,GOLDRUSH AAC,2024,,
9,Wheat - Winter,GOLDRUSH AAC,2025,5982,25.1
9,Chickpea,- Large Kabuli LANCER CDC,2021,,
9,Chickpea,- Large Kabuli LANCER CDC,2022,,
9,Chickpea,- Large Kabuli LANCER CDC,2023,624,1766
9,Chickpea,- Large Kabuli LANCER CDC,2024,2494,1468
9,Chickpea,- Large Kabuli LANCER CDC,2025,2873,2610
9,Chickpea,LEADER CDC,2021,5967,858
9,Chickpea,LEADER CDC,2022,4313,1662
9,Chickpea,LEADER CDC,2023,7676,1578
9,Chickpea,LEADER CDC,2024,23281,1477
9,Chickpea,LEADER CDC,2025,19819,2434
9,Chickpea,ORKNEY CDC,2021,,
9,Chickpea,ORKNEY CDC,2022,,
9,Chickpea,ORKNEY CDC,2023,,
9,Chickpea,ORKNEY CDC,2024,707,1764
9,Chickpea,ORKNEY CDC,2025,895,2743
9,Chickpea,PASQUA CDC,2021,,
9,Chickpea,PASQUA CDC,2022,,
9,Chickpea,PASQUA CDC,2023,,
9,Chickpea,PASQUA CDC,2024,920,1684
9,Chickpea,PASQUA CDC,2025,1619,2487
9,Chickpea,- Small Kabuli PEARL,2021,,
9,Chickpea,- Small Kabuli PEARL,2022,,
9,Chickpea,- Small Kabuli PEARL,2023,1563,2059
9,Chickpea,- Small Kabuli PEARL,2024,3784,1927
9,Chickpea,- Small Kabuli PEARL,2025,2621,2463
9,Lentils - Large Green,GREENLAND CDC,2021,10422,547
9,Lentils - Large Green,GREENLAND CDC,2022,6367,922
9,Lentils - Large Green,GREENLAND CDC,2023,8149,705
9,Lentils - Large Green,GREENLAND CDC,2024,4564,701
9,Lentils - Large Green,GREENLAND CDC,2025,5394,1459
9,Lentils - Large Green,GREENSTAR CDC,2021,22051,622
9,Lentils - Large Green,GREENSTAR CDC,2022,22853,1080
9,Lentils - Large Green,GREENSTAR CDC,2023,29272,990
9,Lentils - Large Green,GREENSTAR CDC,2024,35284,915
9,Lentils - Large Green,GREENSTAR CDC,2025,30954,1563
9,Lentils - Large Green,GRIMM CDC,2021,,
9,Lentils - Large Green,GRIMM CDC,2022,,
9,Lentils - Large Green,GRIMM CDC,2023,,
9,Lentils - Large Green,GRIMM CDC,2024,2161,1016
9,Lentils - Large Green,GRIMM CDC,2025,3013,1351
9,Lentils - Large Green,LIMA CDC,2021,6921,593
9,Lentils - Large Green,LIMA CDC,2022,11233,1305
9,Lentils - Large Green,LIMA CDC,2023,16733,944
9,Lentils - Large Green,LIMA CDC,2024,20990,895
9,Lentils - Large Green,LIMA CDC,2025,33175,1735
9,Lentils,- Other ESTON,2021,4293,639
9,Lentils,- Other ESTON,2022,,
9,Lentils,- Other ESTON,2023,2101,1429
9,Lentils,- Other ESTON,2024,5042,1014
9,Lentils,- Other ESTON,2025,1848,924
9,Lentils,IMVINCIBLE CDC CL,2021,11891,908
9,Lentils,IMVINCIBLE CDC CL,2022,23833,1096
9,Lentils,IMVINCIBLE CDC CL,2023,17472,1305
9,Lentils,IMVINCIBLE CDC CL,2024,15468,1036
9,Lentils,IMVINCIBLE CDC CL,2025,22772,1750
9,Lentils,JIMINI CDC CL,2021,,
9,Lentils,JIMINI CDC CL,2022,,
9,Lentils,JIMINI CDC CL,2023,,
9,Lentils,JIMINI CDC CL,2024,7720,1074
9,Lentils,JIMINI CDC CL,2025,15168,2295
9,Lentils,KERMIT CDC,2021,2972,1202
9,Lentils,KERMIT CDC,2022,2305,1501
9,Lentils,KERMIT CDC,2023,5185,1448
9,Lentils,KERMIT CDC,2024,5275,1023
9,Lentils,KERMIT CDC,2025,4237,2024
9,Lentils,PERIDOT CDC CL,2021,,
9,Lentils,PERIDOT CDC CL,2022,,
9,Lentils,PERIDOT CDC CL,2023,606,545
9,Lentils,PERIDOT CDC CL,2024,,
9,Lentils,PERIDOT CDC CL,2025,440,335
9,Lentils,VICEROY CDC,2021,,
9,Lentils,VICEROY CDC,2022,1881,714
9,Lentils,VICEROY CDC,2023,,
9,Lentils,VICEROY CDC,2024,,
9,Lentils,VICEROY CDC,2025,902,1030
9,Lentils - Red,DAZIL CDC,2021,3405,536
9,Lentils - Red,DAZIL CDC,2022,1729,981
9,Lentils - Red,DAZIL CDC,2023,4616,1250
9,Lentils - Red,DAZIL CDC,2024,2676,791
9,Lentils - Red,DAZIL CDC,2025,2477,1175
9,Lentils - Red,IMPULSE,2021,33938,774
9,Lentils - Red,IMPULSE,2022,38363,1173
9,Lentils - Red,IMPULSE,2023,22636,1078
9,Lentils - Red,IMPULSE,2024,20482,1063
9,Lentils - Red,IMPULSE,2025,12757,1378
9,Lentils - Red,MAXIM CDC,2021,20132,688
9,Lentils - Red,MAXIM CDC,2022,17351,957
9,Lentils - Red,MAXIM CDC,2023,13977,913
9,Lentils - Red,MAXIM CDC,2024,15184,1054
9,Lentils - Red,MAXIM CDC,2025,10247,1411
9,Lentils - Red,MONARCH CDC,2021,,
9,Lentils - Red,MONARCH CDC,2022,,
9,Lentils - Red,MONARCH CDC,2023,,
9,Lentils - Red,MONARCH CDC,2024,,
9,Lentils - Red,MONARCH CDC,2025,640,928
9,Lentils - Red,NIMBLE,2021,,
9,Lentils - Red,NIMBLE,2022,,
9,Lentils - Red,NIMBLE,2023,745,560
9,Lentils - Red,NIMBLE,2024,1155,754
9,Lentils - Red,NIMBLE,2025,521,1841
9,Lentils - Red,PROCLAIM CDC,2021,3497,1133
9,Lentils - Red,PROCLAIM CDC,2022,6144,1303
9,Lentils - Red,PROCLAIM CDC,2023,951,1515
9,Lentils - Red,PROCLAIM CDC,2024,4058,1466
9,Lentils - Red,PROCLAIM CDC,2025,1294,2052
9,Lentils - Red,REDMOON,2021,3614,895
9,Lentils - Red,REDMOON,2022,1736,1448
9,Lentils - Red,REDMOON,2023,1138,1065
9,Lentils - Red,REDMOON,2024,3595,820
9,Lentils - Red,REDMOON,2025,1316,1797
9,Lentils - Red,SIMMIE CDC,2021,,
9,Lentils - Red,SIMMIE CDC,2022,,
9,Lentils - Red,SIMMIE CDC,2023,1215,891
9,Lentils - Red,SIMMIE CDC,2024,909,825
9,Lentils - Red,SIMMIE CDC,2025,1637,1856
10,Barley,ADVANTAGE AB,2021,,
10,Barley,ADVANTAGE AB,2022,773,41.4
10,Barley,ADVANTAGE AB,2023,,
10,Barley,ADVANTAGE AB,2024,431,28.2
10,Barley,ADVANTAGE AB,2025,727,72.6
10,Barley,ALTORADO,2021,,
10,Barley,ALTORADO,2022,1990,36.1
10,Barley,ALTORADO,2023,2073,20.3
10,Barley,ALTORADO,2024,2822,42.1
10,Barley,ALTORADO,2025,2464,44.9
10,Barley,AUSTENSON CDC,2021,28138,18.7
10,Barley,AUSTENSON CDC,2022,36414,42.3
10,Barley,AUSTENSON CDC,2023,32162,24.3
10,Barley,AUSTENSON CDC,2024,24352,36.0
10,Barley,AUSTENSON CDC,2025,17745,47.9
10,Barley,CATTLELAC AB,2021,805,17.3
10,Barley,CATTLELAC AB,2022,3676,54.1
10,Barley,CATTLELAC AB,2023,,
10,Barley,CATTLELAC AB,2024,,
10,Barley,CATTLELAC AB,2025,430,34.4
10,Barley,CHAMPION,2021,3249,18.6
10,Barley,CHAMPION,2022,4593,29.4
10,Barley,CHAMPION,2023,2646,26.6
10,Barley,CHAMPION,2024,7323,48.8
10,Barley,CHAMPION,2025,5932,51.0
10,Barley,CHURCHILL CDC,2021,,
10,Barley,CHURCHILL CDC,2022,,
10,Barley,CHURCHILL CDC,2023,2429,34.0
10,Barley,CHURCHILL CDC,2024,2965,46.7
10,Barley,CHURCHILL CDC,2025,2613,58.0
10,Barley,CLAYMORE,2021,3752,33.2
10,Barley,CLAYMORE,2022,4922,66.3
10,Barley,CLAYMORE,2023,5734,31.5
10,Barley,CLAYMORE,2024,5396,51.2
10,Barley,CLAYMORE,2025,2862,38.9
10,Barley,COPELAND CDC,2021,21882,13.6
10,Barley,COPELAND CDC,2022,17050,42.3
10,Barley,COPELAND CDC,2023,15604,20.3
10,Barley,COPELAND CDC,2024,5414,43.2
10,Barley,COPELAND CDC,2025,4067,55.4
10,Barley,COWBOY CDC,2021,1171,20.3
10,Barley,COWBOY CDC,2022,5770,17.5
10,Barley,COWBOY CDC,2023,1702,19.2
10,Barley,COWBOY CDC,2024,6934,30.9
10,Barley,COWBOY CDC,2025,4108,42.3
10,Barley,DURANGO CDC,2021,,
10,Barley,DURANGO CDC,2022,,
10,Barley,DURANGO CDC,2023,,
10,Barley,DURANGO CDC,2024,,
10,Barley,DURANGO CDC,2025,4717,71.0
10,Barley,FRASER CDC,2021,1088,14.6
10,Barley,FRASER CDC,2022,669,32.7
10,Barley,FRASER CDC,2023,3686,30.1
10,Barley,FRASER CDC,2024,4438,48.5
10,Barley,FRASER CDC,2025,4182,57.0
10,Barley,HAGUE AB,2021,,
10,Barley,HAGUE AB,2022,,
10,Barley,HAGUE AB,2023,1100,27.4
10,Barley,HAGUE AB,2024,2299,26.4
10,Barley,HAGUE AB,2025,2150,69.9
10,Barley,MAVERICK CDC,2021,971,16.5
10,Barley,MAVERICK CDC,2022,3749,34.1
10,Barley,MAVERICK CDC,2023,2401,21.5
10,Barley,MAVERICK CDC,2024,4450,36.7
10,Barley,MAVERICK CDC,2025,4095,40.4
10,Barley,METCALFE AC,2021,7377,17.9
10,Barley,METCALFE AC,2022,7044,37.7
10,Barley,METCALFE AC,2023,4417,24.6
10,Barley,METCALFE AC,2024,1077,24.8
10,Barley,METCALFE AC,2025,748,47.5
10,Barley,RENEGADE CDC,2021,,
10,Barley,RENEGADE CDC,2022,,
10,Barley,RENEGADE CDC,2023,,
10,Barley,RENEGADE CDC,2024,1461,51.8
10,Barley,RENEGADE CDC,2025,704,57.1
10,Barley,SYNERGY AAC,2021,10620,21.5
10,Barley,SYNERGY AAC,2022,8356,42.4
10,Barley,SYNERGY AAC,2023,15945,23.8
10,Barley,SYNERGY AAC,2024,14829,49.0
10,Barley,SYNERGY AAC,2025,14315,50.4
10,Canola/Rapeseed,BY 7204LL,2021,,
10,Canola/Rapeseed,BY 7204LL,2022,,
10,Canola/Rapeseed,BY 7204LL,2023,,
10,Canola/Rapeseed,BY 7204LL,2024,1053,27.4
10,Canola/Rapeseed,BY 7204LL,2025,1793,42.2
10,Canola/Rapeseed,CS4000 LL,2021,731,8.7
10,Canola/Rapeseed,CS4000 LL,2022,,
10,Canola/Rapeseed,CS4000 LL,2023,7977,11.7
10,Canola/Rapeseed,CS4000 LL,2024,2951,17.8
10,Canola/Rapeseed,CS4000 LL,2025,1517,22.6
10,Canola/Rapeseed,CS4100 LL,2021,,
10,Canola/Rapeseed,CS4100 LL,2022,,
10,Canola/Rapeseed,CS4100 LL,2023,,
10,Canola/Rapeseed,CS4100 LL,2024,,
10,Canola/Rapeseed,CS4100 LL,2025,1522,38.4
10,Canola/Rapeseed,DK 801 LL,2021,,
10,Canola/Rapeseed,DK 801 LL,2022,,
10,Canola/Rapeseed,DK 801 LL,2023,,
10,Canola/Rapeseed,DK 801 LL,2024,,
10,Canola/Rapeseed,DK 801 LL,2025,6773,40.8
10,Canola/Rapeseed,DKTFLL 21 SC,2021,1532,11.6
10,Canola/Rapeseed,DKTFLL 21 SC,2022,8290,23.6
10,Canola/Rapeseed,DKTFLL 21 SC,2023,9564,17.0
10,Canola/Rapeseed,DKTFLL 21 SC,2024,26174,20.4
10,Canola/Rapeseed,DKTFLL 21 SC,2025,15125,29.8
10,Canola/Rapeseed,DK400TL,2021,,
10,Canola/Rapeseed,DK400TL,2022,,
10,Canola/Rapeseed,DK400TL,2023,,
10,Canola/Rapeseed,DK400TL,2024,3668,18.6
10,Canola/Rapeseed,DK400TL,2025,14381,42.5
10,Canola/Rapeseed,DK401TK,2021,,
10,Canola/Rapeseed,DK401TK,2022,,
10,Canola/Rapeseed,DK401TK,2023,,
10,Canola/Rapeseed,DK401TK,2024,,
10,Canola/Rapeseed,DK401TK,2025,2431,37.3
10,Canola/Rapeseed,DK800LL,2021,,
10,Canola/Rapeseed,DK800LL,2022,,
10,Canola/Rapeseed,DK800LL,2023,,
10,Canola/Rapeseed,DK800LL,2024,,
10,Canola/Rapeseed,DK800LL,2025,1204,40.7
10,Canola/Rapeseed,DK801LL,2021,,
10,Canola/Rapeseed,DK801LL,2022,,
10,Canola/Rapeseed,DK801LL,2023,,
10,Canola/Rapeseed,DK801LL,2024,,
10,Canola/Rapeseed,DK801LL,2025,820,51.0
10,Canola/Rapeseed,LR354PC,2021,,
10,Canola/Rapeseed,LR354PC,2022,,
10,Canola/Rapeseed,LR354PC,2023,1550,8.6
10,Canola/Rapeseed,LR354PC,2024,803,20.5
10,Canola/Rapeseed,LR354PC,2025,2059,39.8
10,Canola/Rapeseed,L233P,2021,76985,14.3
10,Canola/Rapeseed,L233P,2022,62892,16.8
10,Canola/Rapeseed,L233P,2023,62434,13.4
10,Canola/Rapeseed,L233P,2024,42084,20.7
10,Canola/Rapeseed,L233P,2025,17765,38.5
10,Canola/Rapeseed,L330PC,2021,,
10,Canola/Rapeseed,L330PC,2022,,
10,Canola/Rapeseed,L330PC,2023,,
10,Canola/Rapeseed,L330PC,2024,,
10,Canola/Rapeseed,L330PC,2025,18018,37.1
10,Canola/Rapeseed,L333PC,2021,,
10,Canola/Rapeseed,L333PC,2022,,
10,Canola/Rapeseed,L333PC,2023,,
10,Canola/Rapeseed,L333PC,2024,,
10,Canola/Rapeseed,L333PC,2025,3947,32.7
10,Canola/Rapeseed,L340PC,2021,7707,18.6
10,Canola/Rapeseed,L340PC,2022,37541,25.8
10,Canola/Rapeseed,L340PC,2023,78375,17.1
10,Canola/Rapeseed,L340PC,2024,80537,19.9
10,Canola/Rapeseed,L340PC,2025,57390,37.3
10,Canola/Rapeseed,L341PC,2021,,
10,Canola/Rapeseed,L341PC,2022,,
10,Canola/Rapeseed,L341PC,2023,,
10,Canola/Rapeseed,L341PC,2024,,
10,Canola/Rapeseed,L341PC,2025,2770,23.4
10,Canola/Rapeseed,L343PC,2021,,
10,Canola/Rapeseed,L343PC,2022,4570,12.3
10,Canola/Rapeseed,L343PC,2023,4142,14.9
10,Canola/Rapeseed,L343PC,2024,1541,15.3
10,Canola/Rapeseed,L343PC,2025,772,30.4
10,Canola/Rapeseed,L345PC,2021,63344,14.1
10,Canola/Rapeseed,L345PC,2022,41445,23.0
10,Canola/Rapeseed,L345PC,2023,15562,13.2
10,Canola/Rapeseed,L345PC,2024,22352,20.2
10,Canola/Rapeseed,L345PC,2025,11678,34.3
10,Fall Rye,DAKOTA,2021,1549,26.6
10,Fall Rye,DAKOTA,2022,,
10,Fall Rye,DAKOTA,2023,,
10,Fall Rye,DAKOTA,2024,1559,34.0
10,Fall Rye,DAKOTA,2025,3899,33.3
10,Fall Rye,HAZLET,2021,4857,25.2
10,Fall Rye,HAZLET,2022,1062,20.2
10,Fall Rye,HAZLET,2023,,
10,Fall Rye,HAZLET,2024,2777,37.8
10,Fall Rye,HAZLET,2025,14681,28.4
10,Field Peas,ABARTH,2021,,
10,Field Peas,ABARTH,2022,,
10,Field Peas,ABARTH,2023,1979,22.8
10,Field Peas,ABARTH,2024,3484,29.9
10,Field Peas,ABARTH,2025,2578,29.0
10,Field Peas,ACER,2021,2999,15.3
10,Field Peas,ACER,2022,4259,21.9
10,Field Peas,ACER,2023,2296,18.0
10,Field Peas,ACER,2024,3589,23.8
10,Field Peas,ACER,2025,2910,38.8
10,Field Peas,AMARILLO CDC,2021,5724,17.1
10,Field Peas,AMARILLO CDC,2022,3982,13.8
10,Field Peas,AMARILLO CDC,2023,1047,16.9
10,Field Peas,AMARILLO CDC,2024,1494,20.7
10,Field Peas,AMARILLO CDC,2025,708,25.6
10,Field Peas,ARDILL AAC,2021,5241,17.7
10,Field Peas,ARDILL AAC,2022,4777,26.7
10,Field Peas,ARDILL AAC,2023,7576,19.3
10,Field Peas,ARDILL AAC,2024,11227,27.0
10,Field Peas,ARDILL AAC,2025,11563,19.6
10,Field Peas,BLAZER CDC,2021,3512,13.0
10,Field Peas,BLAZER CDC,2022,2606,22.7
10,Field Peas,BLAZER CDC,2023,6453,13.9
10,Field Peas,BLAZER CDC,2024,7979,29.8
10,Field Peas,BLAZER CDC,2025,10843,20.8
10,Field Peas,CARVER AAC,2021,4817,12.1
10,Field Peas,CARVER AAC,2022,2544,19.3
10,Field Peas,CARVER AAC,2023,7343,12.7
10,Field Peas,CARVER AAC,2024,10534,22.1
10,Field Peas,CARVER AAC,2025,12434,21.2
10,Field Peas,CHROME AAC,2021,6917,17.3
10,Field Peas,CHROME AAC,2022,2295,32.4
10,Field Peas,CHROME AAC,2023,3740,20.3
10,Field Peas,CHROME AAC,2024,5286,24.7
10,Field Peas,CHROME AAC,2025,6484,29.0
10,Field Peas,FOREST CDC,2021,,
10,Field Peas,FOREST CDC,2022,,
10,Field Peas,FOREST CDC,2023,410,20.8
10,Field Peas,FOREST CDC,2024,815,20.7
10,Field Peas,FOREST CDC,2025,3070,22.9
10,Field Peas,GOLDEN CDC,2021,5257,16.6
10,Field Peas,GOLDEN CDC,2022,2546,21.6
10,Field Peas,GOLDEN CDC,2023,3356,13.7
10,Field Peas,GOLDEN CDC,2024,4731,23.1
10,Field Peas,GOLDEN CDC,2025,1947,18.0
10,Field Peas,GREENWATER,2021,,
10,Field Peas,GREENWATER,2022,,
10,Field Peas,GREENWATER,2023,2384,9.3
10,Field Peas,GREENWATER,2024,,
10,Field Peas,GREENWATER,2025,480,10.2
10,Field Peas,HICKIE CDC,2021,,
10,Field Peas,HICKIE CDC,2022,,
10,Field Peas,HICKIE CDC,2023,,
10,Field Peas,HICKIE CDC,2024,477,35.9
10,Field Peas,HICKIE CDC,2025,2755,21.1
10,Field Peas,INCA CDC,2021,20001,14.6
10,Field Peas,INCA CDC,2022,16248,20.5
10,Field Peas,INCA CDC,2023,12267,16.4
10,Field Peas,INCA CDC,2024,25041,24.4
10,Field Peas,INCA CDC,2025,13124,25.4
10,Field Peas,JULIUS AAC,2021,,
10,Field Peas,JULIUS AAC,2022,,
10,Field Peas,JULIUS AAC,2023,,
10,Field Peas,JULIUS AAC,2024,,
10,Field Peas,JULIUS AAC,2025,6239,29.6
10,Field Peas,LEWOCHKO CDC,2021,935,14.0
10,Field Peas,LEWOCHKO CDC,2022,,
10,Field Peas,LEWOCHKO CDC,2023,,
10,Field Peas,LEWOCHKO CDC,2024,600,13.9
10,Field Peas,LEWOCHKO CDC,2025,760,30.8
10,Field Peas,MAPLE,2021,,
10,Field Peas,MAPLE,2022,2310,12.8
10,Field Peas,MAPLE,2023,487,11.3
10,Field Peas,MAPLE,2024,3461,24.8
10,Field Peas,MAPLE,2025,6468,24.2
10,Field Peas,MEADOW CDC,2021,47583,13.8
10,Field Peas,MEADOW CDC,2022,49952,22.0
10,Field Peas,MEADOW CDC,2023,60667,16.1
10,Field Peas,MEADOW CDC,2024,48026,23.7
10,Field Peas,MEADOW CDC,2025,47710,21.8
10,Field Peas,MOSAIC CDC,2021,7517,13.6
10,Field Peas,MOSAIC CDC,2022,7438,18.4
10,Field Peas,MOSAIC CDC,2023,10797,10.8
10,Field Peas,MOSAIC CDC,2024,13339,22.1
10,Field Peas,MOSAIC CDC,2025,20600,22.5
10,Field Peas,SPECTRUM CDC,2021,1722,14.6
10,Field Peas,SPECTRUM CDC,2022,976,20.6
10,Field Peas,SPECTRUM CDC,2023,2151,15.1
10,Field Peas,SPECTRUM CDC,2024,2381,28.5
10,Field Peas,SPECTRUM CDC,2025,1479,28.0
10,Flax,BETHUNE CDC,2021,1036,7.1
10,Flax,BETHUNE CDC,2022,1178,12.8
10,Flax,BETHUNE CDC,2023,,
10,Flax,BETHUNE CDC,2024,691,14.9
10,Flax,BETHUNE CDC,2025,515,27.9
10,Flax,ROWLAND CDC,2021,,
10,Flax,ROWLAND CDC,2022,1101,13.3
10,Flax,ROWLAND CDC,2023,2639,13.0
10,Flax,ROWLAND CDC,2024,2894,13.2
10,Flax,ROWLAND CDC,2025,5103,31.1
10,Flax,SANCTUARY CDC,2021,1796,9.7
10,Flax,SANCTUARY CDC,2022,1074,14.3
10,Flax,SANCTUARY CDC,2023,,
10,Flax,SANCTUARY CDC,2024,626,9.6
10,Flax,SANCTUARY CDC,2025,1089,34.2
10,Flax,VIMY,2021,,
10,Flax,VIMY,2022,,
10,Flax,VIMY,2023,,
10,Flax,VIMY,2024,,
10,Flax,VIMY,2025,469,34.4
10,Mustard - Brown,CENTENNIAL BROWN,2021,7623,11.3
10,Mustard - Brown,CENTENNIAL BROWN,2022,12583,11.7
10,Mustard - Brown,CENTENNIAL BROWN,2023,17492,7.8
10,Mustard - Brown,CENTENNIAL BROWN,2024,8307,11.4
10,Mustard - Brown,CENTENNIAL BROWN,2025,4217,19.5
10,Mustard - Oriental,CUTLASS,2021,2497,11.6
10,Mustard - Oriental,CUTLASS,2022,8838,6.8
10,Mustard - Oriental,CUTLASS,2023,8247,11.3
10,Mustard - Oriental,CUTLASS,2024,6717,12.7
10,Mustard - Oriental,CUTLASS,2025,3902,15.6
10,Mustard - Yellow,ANDANTE,2021,6042,7.3
10,Mustard - Yellow,ANDANTE,2022,12675,6.3
10,Mustard - Yellow,ANDANTE,2023,9690,3.8
10,Mustard - Yellow,ANDANTE,2024,10480,10.0
10,Mustard - Yellow,ANDANTE,2025,8479,19.9
10,Mustard - Yellow,PENNANT AC,2021,,
10,Mustard - Yellow,PENNANT AC,2022,951,8.1
10,Mustard - Yellow,PENNANT AC,2023,1080,4.1
10,Mustard - Yellow,PENNANT AC,2024,2804,6.5
10,Mustard - Yellow,PENNANT AC,2025,904,13.7
10,Mustard - Yellow,YELLOW 80 AAC,2021,,
10,Mustard - Yellow,YELLOW 80 AAC,2022,,
10,Mustard - Yellow,YELLOW 80 AAC,2023,1818,11.5
10,Mustard - Yellow,YELLOW 80 AAC,2024,7061,9.8
10,Mustard - Yellow,YELLOW 80 AAC,2025,3563,19.4
10,Oats,ENDURE CDC,2021,,
10,Oats,ENDURE CDC,2022,,
10,Oats,ENDURE CDC,2023,,
10,Oats,ENDURE CDC,2024,,
10,Oats,ENDURE CDC,2025,610,40.1
10,Oats,HAYMAKER CDC,2021,,
10,Oats,HAYMAKER CDC,2022,1006,40.6
10,Oats,HAYMAKER CDC,2023,,
10,Oats,HAYMAKER CDC,2024,709,26.5
10,Oats,HAYMAKER CDC,2025,770,46.8
10,Oats,MORGAN AC,2021,,
10,Oats,MORGAN AC,2022,1529,11.5
10,Oats,MORGAN AC,2023,545,21.9
10,Oats,MORGAN AC,2024,447,22.4
10,Oats,MORGAN AC,2025,601,50.5
10,Wheat,- Canada Prairie AWESOME VB AAC,2021,,
10,Wheat,- Canada Prairie AWESOME VB AAC,2022,,
10,Wheat,- Canada Prairie AWESOME VB AAC,2023,1251,21.2
10,Wheat,- Canada Prairie AWESOME VB AAC,2024,854,16.7
10,Wheat,- Canada Prairie AWESOME VB AAC,2025,1288,37.0
10,Wheat,SADASH,2021,,
10,Wheat,SADASH,2022,,
10,Wheat,SADASH,2023,1081,11.6
10,Wheat,SADASH,2024,605,26.4
10,Wheat,SADASH,2025,1921,18.2
10,Wheat - Durum,ALLOY CDC,2021,26239,14.9
10,Wheat - Durum,ALLOY CDC,2022,23658,27.0
10,Wheat - Durum,ALLOY CDC,2023,29620,17.2
10,Wheat - Durum,ALLOY CDC,2024,15474,29.3
10,Wheat - Durum,ALLOY CDC,2025,3708,40.0
10,Wheat - Durum,AVONLEA AC,2021,1309,14.8
10,Wheat - Durum,AVONLEA AC,2022,460,25.2
10,Wheat - Durum,AVONLEA AC,2023,1920,10.1
10,Wheat - Durum,AVONLEA AC,2024,1338,21.9
10,Wheat - Durum,AVONLEA AC,2025,673,30.7
10,Wheat - Durum,BRIGADE,2021,34067,11.8
10,Wheat - Durum,BRIGADE,2022,32068,23.9
10,Wheat - Durum,BRIGADE,2023,17842,15.0
10,Wheat - Durum,BRIGADE,2024,22254,31.1
10,Wheat - Durum,BRIGADE,2025,18976,33.3
10,Wheat - Durum,CABRI AAC,2021,3856,8.0
10,Wheat - Durum,CABRI AAC,2022,3008,32.6
10,Wheat - Durum,CABRI AAC,2023,2132,16.1
10,Wheat - Durum,CABRI AAC,2024,1540,28.6
10,Wheat - Durum,CABRI AAC,2025,2218,36.7
10,Wheat - Durum,CONGRESS AAC,2021,16760,13.3
10,Wheat - Durum,CONGRESS AAC,2022,28872,27.1
10,Wheat - Durum,CONGRESS AAC,2023,17347,15.0
10,Wheat - Durum,CONGRESS AAC,2024,14396,26.1
10,Wheat - Durum,CONGRESS AAC,2025,3096,19.6
10,Wheat - Durum,DEFY CDC,2021,1154,17.7
10,Wheat - Durum,DEFY CDC,2022,8131,26.1
10,Wheat - Durum,DEFY CDC,2023,38728,19.0
10,Wheat - Durum,DEFY CDC,2024,95140,31.2
10,Wheat - Durum,DEFY CDC,2025,103112,33.4
10,Wheat - Durum,DONLOW AAC,2021,,
10,Wheat - Durum,DONLOW AAC,2022,,
10,Wheat - Durum,DONLOW AAC,2023,3894,19.0
10,Wheat - Durum,DONLOW AAC,2024,13221,29.1
10,Wheat - Durum,DONLOW AAC,2025,13291,36.4
10,Wheat - Durum,EUROSTAR,2021,6002,9.8
