Year,RM,Spring Wheat,Durum,Canola,Barley,Oats,Peas
2015,469,43.46,,41.45,46.84,64.3,25.6
2016,469,56.6,,46.5,72.1,64.9,46.4
2017,469,58.19,,46.31,,,49
2018,469,61,,49,,,35
2019,469,65.3,,51.7,96.1,,39.3
2020,469,60.6,,46.8,99.8,134.9,51.4
2021,469,31.6,,21.7,25.8,31.5,25.9
2022,469,63.5,,45.6,71.3,124.4,31.2
2023,469,62.4,,49.3,60.4,90.2,
2024,469,42.4,,30.1,45.9,87.4,45.9
2015,470,50.21,,51.87,58.16,83.36,47.8
2016,470,56.1,,50.5,89.5,106.7,53.7
2017,470,,,,,,
2018,470,,,,,,
2019,470,,,,,,
2020,470,,,,,,
2021,470,,,,,,
2022,470,,,,,,
2023,470,,,,,,
2024,470,43.2,,35.6,66.2,,38.8
2015,471,49.11,45.42,44.42,68.19,87.25,40.9
2016,471,62.7,55.6,42.3,68.1,106.1,46.6
2017,471,57.66,,39.3,63.77,114.23,41
2018,471,60.5,,42,73,117,48
2019,471,69.4,,46.5,84.6,148.6,43.3
2020,471,64.5,,45.1,73.5,100.3,54.2
2021,471,39.5,,26.7,60.2,28.7,33.7
2022,471,68.1,,48.3,80.5,86.8,55.5
2023,471,65.3,,46.8,84.1,110.7,48.5
2024,471,39.9,,30,58.6,52.6,39.6
2015,472,44.28,,40.77,59.12,85.65,43.9
2016,472,60.6,,46.1,77,92.8,56.1
2017,472,66.46,,44.03,60.73,,51.5
2018,472,63.2,,44,59.7,,51.5
2019,472,59.4,,43.5,87.1,123.6,32.6
2020,472,60.6,,44.2,76.6,105,51.8
2021,472,46,,31.4,54.5,85.5,28.7
2022,472,67.8,,46.8,86,126.9,48.7
2023,472,65.5,,46.7,83.2,,51.1
2024,472,44.2,,32.1,59.3,,40.1
2015,486,45.99,,40.51,67.85,107.27,46.4
2016,486,37.7,,28.8,54,83.4,24.5
2017,486,48.43,,29.91,56.94,113.8,39.5
2018,486,55.3,,37.5,66,119.6,47
2019,486,62.9,,47.2,82.3,134.2,47.6
2020,486,44.9,,26.8,66.7,110.4,30.3
2021,486,50.4,,28,63.5,86.9,39.6
2022,486,64,,48,88.9,128.8,49.3
2023,486,57.5,,51.8,81.7,106.4,46.1
2024,486,52.4,,34.2,75.9,99.2,31.2
2015,487,44.9,,38.22,72.38,95.3,37.9
2016,487,44.1,,42,63.5,105.6,38.2
2017,487,53.5,,39.18,68.18,94.36,45.1
2018,487,54.4,,44.7,77.2,104.1,45.2
2019,487,58.8,,48.1,81,139.5,39.4
2020,487,57.5,,39,81,113.6,35.7
2021,487,48.1,,35.4,74.9,87.5,36.4
2022,487,60.6,,48.5,83,120.1,43.9
2023,487,56.2,,50.2,79.1,110.1,41.8
2024,487,64.8,,42.5,84.4,123.1,42.6
2015,488,47,,37.89,64.76,106.96,37.3
2016,488,42,,40.9,58.4,114.3,29.4
2017,488,47.32,,32.67,62.11,109.85,41
2018,488,50.8,,40.8,68.4,102.8,44.5
2019,488,49.1,,44.1,76.2,126.5,34.7
2020,488,55.6,,38.5,77.8,124.2,39.6
2021,488,40.6,,30.2,56.6,71.8,26.8
2022,488,59.5,,41.9,79.2,116.2,38.3
2023,488,53.4,,49.6,68.3,104,43.6
2024,488,58.7,,37.2,84.5,127.6,36.2
2015,490,38.27,,36.71,55.68,95.51,28.5
2016,490,46.5,,39,61.7,109.2,39.8
2017,490,54.79,,35.66,69.29,131.24,44.4
2018,490,53.5,,37.8,72,114,48
2019,490,55.9,,48.1,78.5,141.6,55.5
2020,490,53.2,,35.7,73.2,128.3,43.1
2021,490,46.4,,31.7,65.5,72.2,36.6
2022,490,58.6,,48.3,74.9,129.3,48.4
2023,490,62.6,,55.3,75.4,124.6,52.7
2024,490,55.8,,37.8,76.9,133.4,46.9
2015,491,47.53,,34.47,46.93,89.5,30.8
2016,491,49.6,,40.4,64.5,109.4,42.9
2017,491,53.09,,37.26,56.93,109.14,38.2
2018,491,50.2,,40.6,73.7,100.1,37
2019,491,56.5,,50.5,82.1,103.6,45.1
2020,491,54.6,,44.8,79.1,100.6,42.2
2021,491,43,,31.5,64.6,73.2,26.6
2022,491,63.1,,47.7,77,106.2,37.7
2023,491,68,,51.3,77.5,93.4,38.4
2024,491,56.7,,37.6,55.7,84.3,43
2015,493,47.67,,46.81,64.17,114.12,45.5
2016,493,51.7,,47.8,79.7,114.3,47.8
2017,493,56.95,,47.95,78.2,122.43,46.1
2018,493,57,,47.9,81.1,110,45.8
2019,493,64.6,,53.7,90.2,155.8,48.7
2020,493,65.8,,47.7,90.1,142.4,49.3
2021,493,49.9,,35.5,69.6,90.5,25.3
2022,493,69.1,,54.6,98.1,156.3,
2023,493,68.3,,56,96.1,139.6,65
2024,493,60.8,,45.9,79.2,124.4,40
2015,494,42.55,51.88,43.03,56.84,99.78,42.7
2016,494,46.9,47.2,41.2,70.4,108,44.3
2017,494,56.53,,44.65,79.61,103,50.1
2018,494,50.8,,44.6,75.3,90.1,41.6
2019,494,63,,50,90.4,127,45.8
2020,494,59.7,,41.4,79.3,128.1,42.3
2021,494,47,,33.1,58.2,68.7,33.6
2022,494,65,,49.5,85.6,130.8,47.7
2023,494,73,,53.6,97.2,125,60
2024,494,58.4,,36.3,68.8,110.5,43.6
2015,496,55.57,,46.62,68.81,88.66,36.2
2016,496,58,,50.1,75,108.8,53.9
2017,496,57.82,,43.4,71.94,123.61,43.3
2018,496,54.5,,43.8,73,119.5,39
2019,496,67.3,,49.4,80.7,141.4,36.3
2020,496,64,,33.4,62.9,130.7,31.2
2021,496,46.7,,30.8,49.1,76.1,28.7
2022,496,61.9,,39.8,63.8,123.2,31.6
2023,496,70.9,,51.8,88.6,153.4,51
2024,496,63.4,,29.1,69.7,130.8,35.9
2015,497,44.66,,41.78,64.37,112.21,38.6
2016,497,59.9,,48.2,78.5,101.4,45.5
2017,497,52.92,,43.46,67.55,93.51,41.9
2018,497,56.5,,43.5,83.8,107,46.9
2019,497,61.1,,39.1,77.2,,32.8
2020,497,67,,38.3,76.8,118,37.2
2021,497,29.1,,20.9,34.9,39.8,15.1
2022,497,56.1,,42.3,73.1,134.7,26.2
2023,497,65.1,,50.4,88.6,142.3,44.6
2024,497,54.3,,31,70.3,117.5,34.6
2015,498,48.78,,41.73,68.43,115.11,41.4
2016,498,,,45.5,76.5,118.9,39.6
2017,498,67.85,,40.07,72.68,121.95,48.6
2018,498,67.8,,41.6,78.7,109,44.9
2019,498,63.7,,45.4,72,90.9,37.9
2020,498,57.3,,43.2,68.5,102.4,40.2
2021,498,26.2,,19.9,33.2,32.7,12
2022,498,61.4,,45.1,79.4,151.5,43.4
2023,498,62.3,,45.6,73.7,115.1,40.3
2024,498,46.7,,31.5,62.2,80.4,26.8
2015,499,47.99,,40.27,59.7,96.3,42.7
2016,499,59.5,,49.4,68.7,104.4,53.6
2017,499,58.84,,46.39,74.15,105.46,52.4
2018,499,63.6,,50.4,81.6,110.9,55.5
2019,499,69.9,,50.5,92.2,122,43.5
2020,499,56.8,,40.6,81.4,127.7,36.9
2021,499,36.6,,26,59.5,51.1,29.4
2022,499,72.1,,50.8,78.4,133.1,45.9
2023,499,69.1,,49.9,81.9,103.2,51.9
2024,499,45.5,,33.4,68.5,84,30.2
2015,501,40.12,,43.66,60.93,67.18,35.7
2016,501,55.1,,46.6,62.1,96.5,53.1
2017,501,54.22,,45.72,67.15,91.3,49.9
2018,501,55.8,,46.2,80,97.6,44
2019,501,64,,51.8,91.1,,44.1
2020,501,56.7,,42.7,74.4,136.7,42.5
2021,501,35,,25.6,36.6,44.1,24.4
2022,501,68.5,,44.9,75.7,117.8,43.4
2023,501,55.2,,48.4,72.7,81.5,44.5
2024,501,39.6,,29.5,40.9,60.8,30.9
2015,502,34.49,,43.49,58,96.47,26.5
2016,502,54.7,,45.5,66,116.9,45.3
2017,502,56.51,,45.07,65.89,97.69,39.7
2018,502,56.5,,45.1,68.4,121.6,59
2019,502,64.4,,47.5,77.5,138.8,
2020,502,56.3,,42,69.9,141.2,
2021,502,35.7,,24.2,83.1,52.1,
2022,502,64.2,,43.3,77.7,123.4,62.4
2023,502,65,,42.2,76,108.6,26.1
2024,502,38.8,,27.7,56,60.3,33.2
2015,520,42.79,,40.62,58.1,106.61,34.2
2016,520,47.9,,48,61.8,115.5,40.8
2017,520,52.99,,39.03,71.55,113.23,45
2018,520,53,,42,81,107,45
2019,520,57.5,,48.1,79.2,,50.1
2020,520,51.3,,39.2,77.9,135.8,44.8
2021,520,46.9,,36.6,92.1,84.8,37.8
2022,520,60.8,,47.9,88,118.9,54.2
2023,520,72,,51.1,58.7,133.7,65.2
2024,520,56.9,,35.3,72.3,144.4,42.4
2015,555,42.8,,45.8,51.65,69.45,
2016,555,54.8,,46.8,,83.3,
2017,555,,,43.06,,118.51,
2018,555,55,,44,,74,
2019,555,,,50.4,,81.8,
2020,555,,,31.3,,109.6,
2021,555,54.1,,36.9,,52.4,
2022,555,68.9,,39.9,,87.4,
2023,555,72.2,,54.2,,98.2,
2024,555,56.9,,30.9,,,
2015,561,31.71,,41.32,57.14,62.56,20.4
2016,561,60.2,,47.9,73.9,95.6,54.3
2017,561,61.46,,43,43.23,92.9,28.9
2018,561,58.4,,50.3,68.5,89.5,47
2019,561,64.3,,48.8,87.3,94.1,41.3
2020,561,50.1,,33.8,51.4,78.6,43.4
2021,561,47.6,,26.8,71.5,50.5,24.1
2022,561,48.2,,28.2,66,101.4,21.5
2023,561,65.9,,50.8,99,113.7,59.9
2024,561,59.5,,33.5,,81.5,30
2015,588,41.73,,41.7,61.59,95.01,39.4
2016,588,52.9,,46,66.8,95.1,52.6
2017,588,47.91,,34.06,52.1,87.72,32.3
2018,588,52.8,,43.7,71.7,87.7,35.3
2019,588,63.3,,48.1,83.3,98,36.1
2020,588,55.6,,27.5,67.4,69.3,34
2021,588,46.1,,30.2,65.9,50.1,30.1
2022,588,59.8,,35.9,92.6,106.1,48.4
2023,588,70.9,,46.6,96.1,117.1,54.1
2024,588,52.8,,28.8,50.6,89.4,35.7
2015,622,51.84,,46.3,59.39,93.61,37.7
2016,622,67.4,,48.6,73.2,120.9,45.3
2017,622,59.49,,43.06,,93.01,43.6
2018,622,59.5,,39.3,54,96.4,43
2019,622,63.9,,46.1,73.9,106,33.7
2020,622,55.1,,40.9,74.3,94.5,49.2
2021,622,17,,23.9,23.3,25.8,
2022,622,66.8,,44.4,76.9,93,
2023,622,69.8,,45.9,74.8,121.3,
2024,622,48.2,,34.1,46.9,73.2,
