Year,RM,Spring Wheat,Durum,Canola,Barley,Oats,Peas,Lentils,Flax
1994,109,28,31,24.7,45,60,20.8,1200,18
1995,109,38.7,40.5,28.3,53.2,72.5,29.9,1614,25
1996,109,31.6,34,23.3,48.2,51.4,20.7,860,15
1997,109,29.1,29.4,22.7,52.9,50,28.5,893.5,15
1998,109,32.2,32.8,22.9,52.6,63,31.5,1479.9,22.5
1999,109,33.4,36.4,26.3,53,64.8,38.2,1257.1,20
2000,109,31.6,34.1,25,53.6,68.7,41.4,1348.4,14
2001,109,16.2,18.6,8.2,26.4,26.8,9.4,422,
2002,109,20.8,27.3,16.5,39.4,48.5,28.4,855,
2003,109,27.3,29.1,12.1,41.1,47.8,25.5,1109,
2004,109,33.3,37.5,28.5,56.5,63.2,37.3,1740,30
2005,109,36.5,36.6,21.6,57,60.5,25.2,1050,23.8
2006,109,24.8,29.3,16.5,45.9,40,23.9,820,12.3
2007,109,23.9,27.9,15.2,37,,23.7,,
2008,109,27.3,32.2,25.8,44.6,,21.3,1710,17.7
2009,109,31.4,34.4,23.1,50.8,,29.6,1819,19.9
2010,109,25.9,29.1,21.1,39.2,67.7,17,1089,
2011,109,32.5,38.4,32.6,55.3,,34.3,1577,22.3
2012,109,28.4,33.4,28.4,57.2,,26.8,1388,
2013,109,42.2,47,39.6,70,,42.5,2129,35.5
2014,109,38.86,39.5,35.72,57.93,,40.3,1504.49,33.07
2015,109,39.53,39.48,33.81,65.15,,34.6,1659.84,23.59
2016,109,48.2,48.9,43.6,57.9,72,38,1793,18.6
2017,109,35.61,38.61,27.65,49.55,,28.6,1414.3,15.66
2018,109,31,32,26.5,54,,27,1405,
2019,109,53,55,43,71.7,,41.9,1715,25
2020,109,36.4,34.7,27,53.1,,34.8,1387,
2021,109,25.9,20.1,20.5,19.1,,20.5,1060,
2022,109,39.9,37.8,27.5,58.7,44.9,33.6,1260.4,
2023,109,24.1,15.7,14.7,25.7,,20.3,910.1,
2024,109,43.8,31.7,27.4,49.3,,25.7,1269,12.3
2025,109,41.5,32.6,37.5,44.2,,22.9,1545,34.4
1990,110,11,17.8,,25,42.7,,,6
1991,110,28,34.6,,59.4,49.4,,,
1992,110,30,35,,40,85,,1320,13
1993,110,29,29.5,,70,62.6,,,
1994,110,25,27,18,48.3,58.7,,,
1995,110,30.9,30,33,56.2,63.9,,1609,
1996,110,29.7,28.6,25.4,49,57.2,,1162,
1997,110,23.9,22.8,,42,42.9,,1058,
1998,110,33.6,34.5,34.5,64.4,66.5,35.6,1268.5,
1999,110,25.6,29,17.3,42.2,68.5,28.6,1498.7,
2000,110,21.5,24.4,,46.2,43.6,22,992.1,
2001,110,8.9,7.8,,7.7,12.1,13.5,312,
2002,110,21.9,27.2,,38.2,27.1,27.7,900,
2003,110,24.7,24.1,5.9,29.7,34.2,9.4,496,
2004,110,31.6,36,15,52.1,64,34.1,1664,
2005,110,25.9,27,,53.2,44.4,,957,
2006,110,22.4,26.3,13,40.8,30.1,15.9,,
2007,110,27.4,30.9,,43.3,32,,,
2008,110,37.5,32,,37.5,47.5,,,
2009,110,37.5,36.3,,55,50,,,
2010,110,29.3,27.4,19.4,39.9,50.3,24.3,1179,
2011,110,29.5,30.2,,44.4,42.5,36.2,1080,
2012,110,33.8,32.1,23.2,40.9,40,,1455,
2013,110,29.9,37.3,,53.1,65.2,45,1654,
2014,110,36.79,39.97,29.84,54.44,56.66,38.6,1512.14,
2015,110,30.63,35.98,32.74,41.79,37.32,25.9,1410.08,
2016,110,35.8,60.1,,62.2,67.1,22.7,1598,
2017,110,20.91,31.67,,28.75,,,966.16,
2018,110,20,21.5,,27,25,23.5,958,
2019,110,,34.7,,43.6,,,1479,
2020,110,23.1,19.2,,26.2,20,31.9,968,
2021,110,5,9.9,,12.6,11,12.2,521,
2022,110,28.4,31.8,,52.9,,39,1183.9,
2023,110,25.9,11.6,24.1,9.3,,16.6,608.5,
2024,110,15,20.6,17.4,39.4,20,20.9,1161,
2025,110,,17.6,,40.3,,25.8,1176,
1990,111,20.7,15.1,,37.5,33.3,,,10
1991,111,32.1,33.1,10,47.1,55.4,,,
1992,111,30.2,25,,49.6,50,,,13
1993,111,33.9,36.9,40,70,75.1,45,480,24
1994,111,25,20.6,30,70,60,30,1000,
1995,111,32.1,31.8,33,60,65,33.3,600,
1996,111,28.4,29.4,25,48.5,45,20,1500,
1997,111,23,20.6,14,40,33.6,10,1000,
1998,111,29.1,32.5,30,62.1,48.7,,,
1999,111,31.5,32.4,30.7,48,50.8,37.5,1464.9,
2000,111,15.8,13.9,17.8,27.7,45.4,17.2,1014.2,
2001,111,5,6.7,4,6,11.6,,,
2002,111,28,21,,43.9,34.6,,,
2003,111,15.4,16,17,45.6,34.2,,,
2004,111,31.5,34.6,30,49.4,54.7,42.9,,
2005,111,33,35.5,32.5,65,73.7,40,,
2006,111,15.8,25.6,,35.5,26.7,23.9,,
2007,111,24,19.1,,39.6,29.8,31,,
2008,111,18.2,21.2,24.3,26.9,37.1,21.3,,
2009,111,15,16.8,,,45.1,,,
2010,111,45.7,35.2,33.3,41.3,32.2,49.4,1900,
2011,111,41.3,23.4,41.2,48.3,64,47.1,1853,
2012,111,37.8,34.2,32.5,70.4,,37,1433,
2013,111,38.1,36.3,31.6,56.1,65.9,38.1,1522,
2014,111,43.5,42.52,34.36,54.38,48.18,34.9,1481.54,
2015,111,20.87,22.11,17.79,41.46,83.89,21.9,895.44,
2016,111,54.6,,55.6,72.3,136.8,54.9,2022,
2017,111,40.68,42.4,33.47,64.24,,33.5,1335.1,
2018,111,33.5,39,36,63,,36,1473,
2019,111,26.2,23.2,22.7,35.7,,32.4,1089,
2020,111,28.7,22.6,25.2,31.9,,36.6,1446,
2021,111,31.8,11.6,19.4,23.7,,14.6,717,
2022,111,30.9,28.2,21.7,51.8,,36.4,998.7,
2023,111,23.4,15.6,17.1,32.9,15.8,20.5,881.9,
2024,111,43.3,37.5,28.5,76.9,,39.9,1362,
2025,111,25.5,26.8,33.9,38.7,,22.1,1428,
1990,121,42,41.3,24.7,70.7,71.6,,,22
1991,121,32.4,32,25,51,50.3,,,26.5
1992,121,30,35,30.7,69.3,66,40,1500,16
1993,121,25.7,30,23.6,53.1,76.4,20,925,18
1994,121,26.7,24.7,20.9,60,62.7,23.8,957,20
1995,121,35.4,30,17.9,47.1,57.3,30.4,1206,20
1996,121,35.4,34.4,22.6,52.2,57.2,29.3,1491,20
1997,121,28.9,26.4,22.4,44.6,49.4,27.8,,17.3
1998,121,34.4,28.3,26.6,49.9,58.6,35.9,1080,23.1
1999,121,24.7,25,18.8,42.1,40.6,25.3,1500,18.1
2000,121,37,40,25.3,55.8,56.2,28,1181,18.1
2001,121,33.5,30,21,53.6,56.3,21.7,,21.3
2002,121,31.4,32,25.2,53,62.8,30.4,,22.7
2003,121,33.3,35,20.4,53.6,53.2,32.8,,17.4
2004,121,35.8,33,24.8,62.2,66.1,26.9,,11.7
2005,121,33.2,,28.8,50.6,74.1,16.8,,27.3
2006,121,34.7,,27.1,60.2,74.3,34,,20.4
2007,121,33.9,,23.4,53,62.9,40,,19.5
2008,121,38.3,,23.7,51.8,67.2,40,,18.5
2009,121,34,,29.1,55.6,66.2,31.8,,24
2010,121,39.6,,29.5,47.2,57.1,27,790,18.8
2011,121,26.3,,16.9,34.7,53.1,,,
2012,121,35.4,,19.9,30.2,76,31,,
2013,121,58.2,,40,75.7,96.7,35.1,,20.3
2014,121,44.26,,28.66,61.78,58.73,10.3,,17.83
2015,121,48.63,,37.75,71.87,61.47,36.8,,23.11
2016,121,51,,38.3,71.9,72.5,26.5,,19
2017,121,64.45,,43.71,84.06,84.73,,,29.53
2018,121,67,,47,87,102,,,
2019,121,67.8,,48.3,89,112.8,63.6,,
2020,121,63.4,,49.2,90.2,112.8,77,,
2021,121,50.2,,33.1,66.9,68.5,42.3,,
2022,121,57.5,,37.7,63.1,76.4,51,,
2023,121,65.4,,49.4,67.1,86.5,,,
2024,121,69.3,,44,104.3,84.8,,,
2025,121,79.9,,53,121,,73.5,,
1990,122,40.3,44,20,50,66,,,22
1991,122,32.2,35.2,26,58.4,55.6,,,15
1992,122,27.6,25,27.5,63.4,53.8,,,25
1993,122,23.1,,19.5,30,56,20,720,15
1994,122,24.4,22,18.8,38.6,43.9,24.1,,18
1995,122,23.4,18,12.6,38.9,50,25,,
1996,122,30.6,26.2,27,45.1,55.9,33.9,,12.7
1997,122,30.7,20,18.1,41.7,52.8,,,15.1
1998,122,30,,22.1,40.4,57.1,34.4,,20.6
1999,122,30.9,,22.6,56.2,49.5,,,16.6
2000,122,35.2,,25.4,51.1,58.9,,,16.6
2001,122,30.1,,20.3,42.8,55,,,21.7
2002,122,27.6,,23.7,44.7,60.1,,,21.7
2003,122,33.8,,20.9,45.8,51.8,,,19.8
2004,122,48.4,,21.2,67.8,94.9,,,18.7
2005,122,36.5,,30.8,56.2,73.4,,,22.1
2006,122,37.3,,29.8,54.5,58.3,30,,17.6
2007,122,33.7,,21,44.1,63.3,40,,19.1
2008,122,34.6,,27,49.6,65.4,35,,15.9
2009,122,35.7,,27.9,54.3,63.8,35,,16.5
2010,122,40.8,,31,53.2,,35,,13.3
2011,122,31.3,,18.2,28.7,40.3,30,,5.7
2012,122,37.8,,19,28.2,42,,,7.6
2013,122,56.7,,37.3,66.2,78,40,,23.1
2014,122,39.78,,28.07,46.64,63.55,23.5,,19.95
2015,122,44.36,,37.33,68.73,77.29,,,19.36
2016,122,47.6,,39.1,77.4,61.6,51.1,,16.2
2017,122,45.07,,31.48,55,63.45,40,,25
2018,122,55.5,,35,65,73.6,55,,25.5
2019,122,53.5,,40.2,67.4,89.5,50,,21.5
2020,122,49.2,,43.8,70,71.5,70,,29
2021,122,40.7,,28.5,59.5,59.1,40,,20
2022,122,44.5,,32.7,68.1,85.3,50,,15.9
2023,122,43.4,,35.9,49.8,68.2,45,,29
2024,122,52.5,,35.3,71.6,73.6,,,20
2025,122,56.2,,42.3,87.8,101.3,40,,20
1990,123,37.7,40,27,63.7,55,,,23.5
1991,123,34,30,33.4,32.3,67,,,30
1992,123,27.6,30,23.2,39.1,65.7,,1200,20
1993,123,24.1,25,25.3,56.1,63.4,,,20
1994,123,27,30.4,21.5,48.1,56,23.1,,20.7
1995,123,27.5,34.6,16.2,55.3,54.2,25,,19.3
1996,123,31.8,30.8,23.8,57.1,69.2,,,22.5
1997,123,25.6,29.5,23.8,41,55.7,25.7,,17.8
1998,123,28.1,24.8,22.6,45.3,57.2,39.3,,18.4
1999,123,24.6,,22.5,39.6,53.8,25,,17.3
2000,123,28.9,,22.8,47.5,56.6,35,,18.9
2001,123,29.2,,21.5,46.4,57.6,42,,21.6
2002,123,28.6,,21.7,44.7,55.2,32.2,,20.6
2003,123,24.7,,20.7,43.5,50.4,29.8,,17.6
2004,123,30.3,,19.6,59.7,47.1,28.3,,9.3
2005,123,33.3,,27.5,54.1,64.2,30.4,,22.7
2006,123,32.5,,24.3,51.3,65,36.8,,21.4
2007,123,25.8,,21.1,42.4,53.9,,,16
2008,123,38,,28.7,59.3,73.4,46.4,,22.5
2009,123,40.2,,33.7,61.2,66,,,21.2
2010,123,29.7,,26,44.9,56.3,26.3,1682,16
2011,123,27.1,,15.6,34.7,44.9,,,17
2012,123,40.3,,21.4,30.4,59.1,29.3,,20.7
2013,123,53.7,,39.6,74.1,91.7,46.3,1200,26.4
2014,123,39.73,,28.1,47.46,62.08,25.7,,18.87
2015,123,40.74,,34.43,54.23,67.43,33.5,,23.54
2016,123,49.9,53.8,41.8,66.1,81.2,40.6,644,26.4
2017,123,43.75,,35.85,58.12,69.34,38.8,,25.09
2018,123,47.3,,40.9,67.5,73.5,46,,25
2019,123,55.4,,45.2,66.6,94.5,48.2,,24.6
2020,123,59.7,68.3,43.6,65.2,87.5,55.9,,23.8
2021,123,39.1,,30.9,55.8,65.5,36.1,,17.5
2022,123,50.5,,41.3,76.3,104.3,42.4,,25
2023,123,43.8,,36.2,70.5,79.4,31,,20
2024,123,51.1,50.1,38.5,81.2,83.5,,,25
2025,123,74,69.8,49.5,110.4,129.2,50.4,2872,
1990,124,36.2,33.7,19,55,72.5,,,20.4
1991,124,29.3,30,28.4,36,60,,,14.7
1992,124,29.6,25,22,57.2,60.9,,,14
1993,124,24.8,17,23,47.5,63.5,19.3,,19.9
1994,124,18.9,23,16.4,40.6,51.7,27.6,750,20.7
1995,124,24.5,28,12.6,50.7,53.3,25.6,1000,18
1996,124,28.1,27.8,20.4,50.7,61.7,23.6,1191,20
1997,124,22.7,20,17.3,34.9,48.6,23.7,850,15.5
1998,124,26.8,29.9,16.6,40.8,50.5,27.2,900,16.5
1999,124,23.9,30,18,40.3,46.3,26.4,1300,19.7
2000,124,28.7,29,25.2,45,46.9,26.3,1000,16.5
2001,124,25.9,25,21.4,44.9,56.1,26.7,1200,17.1
2002,124,30.6,32.1,23.3,47.3,53.2,25.4,890,20.4
2003,124,24.3,28.5,19.5,42.8,40.9,26.5,615,14.5
2004,124,28,25,15.3,49.3,49.7,38.7,600,7.8
2005,124,32.4,27,29,49.2,59.1,26.1,1150,19.5
2006,124,29.2,28,23.3,47.5,52.1,32.8,950,19.6
2007,124,25.2,20,19.8,32.2,44.9,25.6,900,16.3
2008,124,38,41,30.5,53.4,70.1,35,1495,23.3
2009,124,39.1,35,32.7,50.3,66.6,34.6,1285,21.3
2010,124,26,30,28.5,36.4,63.3,19.7,792,15.6
2011,124,27.5,,17.9,39.2,57.6,,,
2012,124,27.9,32,21.8,39.8,53.8,23.1,1000,19.1
2013,124,46.2,44,36,73.3,79,33.3,1185,24.6
2014,124,35.8,34.27,29.64,49.91,63.14,26.4,1000,20.26
2015,124,38.21,,35.47,49.52,75.21,30.1,,25.22
2016,124,47,64.4,44,68.2,90.4,43.2,,23.8
2017,124,42.69,32,33.34,65.87,68.07,35,1200,21.87
2018,124,46.6,49,33.3,64.8,73.7,40.5,,23.5
2019,124,47.4,53.1,38.2,69.4,77.5,41.5,,19.3
2020,124,43.7,46.6,37.4,63,65.4,42.9,2178,20.3
2021,124,37,31.3,22.8,50.2,48.2,30.3,1519,15.5
2022,124,48.1,45.5,36.4,68.7,86.5,44,2217.8,27.5
2023,124,42,39.2,35.5,53.7,64.1,35.7,900,19.9
2024,124,54.1,46.5,35,68.2,81.6,47.3,1800,21.5
2025,124,58.7,56.8,45.4,83.1,101.3,52.6,1680,26.7
1990,125,37.7,37.7,23,46,63.7,,,25
1991,125,28.3,35.5,25.5,41.1,50,,,18.5
1992,125,30.2,30,18.2,57.2,69.5,,240,12
1993,125,27.8,20,23.4,49,54.5,22.3,679,21.1
1994,125,25.5,30.1,21.2,46.7,57.6,28.1,1600,20
1995,125,31.4,31.5,16.2,47.2,64.4,28.9,1043,20.4
1996,125,35.7,34.5,25.4,60.1,61.9,33.4,840,21.1
1997,125,27.9,31.3,22.7,43.7,53.5,28.8,,17.6
1998,125,28.5,30.4,20.9,46.4,56.1,39.1,1270,17
1999,125,32.7,31.9,23.5,49.9,59.6,32,1099.3,19.4
2000,125,32.2,32.5,22.9,52.3,62.4,35.8,782.4,19.8
2001,125,31.9,30.4,21.9,55.1,64.3,33.9,,19.7
2002,125,31.7,32.6,26.9,54.3,62.1,32.3,,22.4
2003,125,30.3,32.5,22.8,53.1,53.1,26.4,,20.2
2004,125,32.3,28.3,25.4,53.4,69.4,36.5,,11.6
2005,125,37.4,38.4,28,76.4,58.7,26,,22.9
2006,125,27.1,31.4,26.9,54.9,52.4,22.7,,20.3
2007,125,33.6,29,24.8,45.8,69.2,31.6,,19.4
2008,125,33.9,51.1,31.9,53,47,36.7,,21.5
2009,125,40.1,42.8,31.2,59.6,72.5,36.5,,22.4
2010,125,32,39.2,31.1,47.2,61.8,29.4,488,16.6
2011,125,32.1,29.7,20.9,28.1,66.5,35.3,,19.4
2012,125,36,47.5,20.9,42.1,65.5,31.9,,18.8
2013,125,47,50.6,38.5,79.9,81.6,42.9,1680,31.2
2014,125,39.71,42.25,30.6,54.99,68.03,24.9,1500,23.28
2015,125,40.69,38.62,34.87,63.36,69.6,36.7,,24.73
2016,125,46.2,48.1,42.4,74.3,83.2,39.4,1695,28.7
2017,125,46.09,48.33,35.72,61.47,78.59,37.9,1963.84,25.33
2018,125,50.7,55.5,39.5,67.6,74,45,1500,25.5
2019,125,56.6,56.4,47.5,78.4,82.9,46.6,,28.1
2020,125,50.9,48,41.1,67.7,86.3,42.4,1932,25
2021,125,41.8,40,32.1,56.1,62.8,36,1200,19.1
2022,125,52.4,58.8,44.3,71.5,98.1,43,,38.8
2023,125,48.1,41.6,39.6,67.6,61.8,39.7,900,23
2024,125,59.6,53.4,36.2,83.1,82.1,43.5,1635,26.9
2025,125,66.2,66.9,50.2,98.8,126.7,56.7,2605,38.9
1990,126,37.3,34.3,20,51.1,52.5,,,24
1991,126,31.8,29,26.9,33.8,50,,,26.8
1992,126,30.2,22.7,24.6,37,62.2,30,900,10
1993,126,27.6,30.8,26.5,57.6,51.4,19.7,923,22
1994,126,24.7,33.1,23.4,46.2,57.4,18.1,680,16.6
1995,126,30.8,33.3,15.6,60.9,64.6,27.2,1083,18.7
1996,126,34,34.7,22.8,63.1,67.9,27.6,1083,20.3
1997,126,22.1,20.9,15.8,37.5,40.3,18.6,845.2,15.8
1998,126,27,31.7,20.3,48.8,51.2,34.3,1440.3,20.3
1999,126,31.9,36.6,23.9,56.6,63.8,32.6,1211.4,20.1
2000,126,31.3,35.7,25.1,49.9,64.1,36.4,897.8,16.4
2001,126,30,31.5,23.3,52.4,62.2,32.6,556,22.5
2002,126,30.4,34.6,24,52.3,60,28.1,981,22.7
2003,126,34.4,37.9,24.9,53,51.1,24.8,1300,19
2004,126,22.8,18,20.1,40,45.3,31.9,473,9.9
2005,126,29.4,36.3,26.8,44.2,52.3,18.1,835,18.9
2006,126,30.2,32.8,23.7,56.1,63.2,30.6,1090,22.9
2007,126,33.6,30.8,24.6,47.6,59.6,34.3,1117,17.9
2008,126,34.3,36.5,30,52.5,73.8,27.9,1200,25.2
2009,126,39.8,38.5,34,51.5,72.7,28.3,1506,23.9
2010,126,36.5,38.7,31.4,45.8,76.5,21.8,859,17.5
2011,126,22.6,36,21.7,33.3,42.4,13.5,297,12.5
2012,126,40.1,40.8,22.7,41.4,62.2,24.3,1501,18.3
2013,126,51.5,52.4,34.1,76.4,77.8,33.3,1159,24.5
2014,126,38.27,43.04,32.29,48.24,52.14,22.1,1096.94,23.14
2015,126,38.08,37.28,31.47,54.04,66.6,25.4,1650.03,24.24
2016,126,45.1,54.5,42.9,71.6,79.9,33.6,1566,32.1
2017,126,40.99,40.95,31.22,57.71,54.22,27.7,1407.96,15.32
2018,126,46.4,47.1,36.6,58,60,44,1408,19.7
2019,126,44.4,47.5,40.5,54.7,39.6,38.6,,19.6
2020,126,50.3,51.1,40.3,61.9,50.8,44.1,,29.4
2021,126,41.2,37.7,27.4,49.1,21.9,29.6,,15.4
2022,126,53.9,62.6,45.9,73.4,81.9,40.5,,37.1
2023,126,51.7,46.9,40.9,72.5,84.4,41,,18.2
2024,126,46,47,34.3,61.8,65.4,37.2,1709,23.5
2025,126,63.3,62.2,44.1,81.4,59.4,56.4,2171,33.5
1990,127,34.7,36.4,23,47.7,53,,,19.3
1991,127,30.7,35.5,25.3,45.5,45,,,29.5
1992,127,28.8,27.1,25.5,44.1,50,30.5,825,30
1993,127,27.3,28,27.4,51,62.3,32.3,1135,21.3
1994,127,21,33,14.9,36,48.8,23,841,17.9
1995,127,28.2,34,19.2,47.8,48.7,27.9,1278,17.9
1996,127,30.8,36.2,18.7,53.8,78.9,24.8,734,21
1997,127,21.1,22,14.3,43.3,51.3,22.2,941.1,15.2
1998,127,26.1,27.6,17.6,48.3,61.9,30.3,1342.8,19.4
1999,127,33.1,37.7,25.6,53,61.9,34.1,1394.3,24.7
2000,127,32.5,32,27.6,46,54.9,39.2,885.2,22.1
2001,127,24.5,25,20.8,44.8,35.7,26.3,730,19.2
2002,127,27.3,30.2,21.5,43.5,54.8,26.1,770,17
2003,127,22.3,28,17.7,45.9,47,19,729,16.4
2004,127,20.2,22.3,18.9,41,47,29.4,803,9.7
2005,127,33,39.7,30,55.4,61,19.1,991,22.4
2006,127,31.3,33,27,49.1,45.1,21,1150,24.1
2007,127,25,24.6,21.4,49.6,58.5,26.5,1084,16.9
2008,127,35.2,30.8,27.6,56.8,72.8,31.6,1262,20.9
2009,127,38.5,38,33.7,62.9,68,32.6,1493,29
2010,127,35.1,38.1,30.4,50.4,74.6,30.2,1116,19.4
2011,127,31.2,34.4,28.7,41.3,55.6,20,722,16
2012,127,36,37.2,24.5,49.8,65.1,35.2,1180,23.7
2013,127,48.2,51.7,42.2,72.8,78,41.3,1679,32.5
2014,127,41.1,36.46,32.56,56.3,60.97,20,1054.48,20
2015,127,33.39,27.69,33.44,48.6,56.82,34.4,1280.06,21.55
2016,127,44.2,56,41.2,63.9,84.8,45.4,1618,30.4
2017,127,39.57,38.15,26.14,60.07,63.41,26.9,1226.54,19.15
2018,127,45.4,46.4,36.7,72,82.3,34.3,1472,23.9
2019,127,47.4,45.5,36.3,64.6,63.1,34.3,1756,23.7
2020,127,40.6,38.8,34.8,59.7,58.9,35,1576,25.8
2021,127,34.3,34.7,28.5,49.8,63.1,26.7,1276,17.7
2022,127,56.2,61.5,43.1,81.4,104.9,26.9,1344,28.5
2023,127,49.5,48.8,38.7,68.3,65.1,39.5,1855.2,25.1
2024,127,45.3,43.4,29.6,65.8,90,27.5,1242,12.8
2025,127,51.6,56,43,83,106.7,46.6,1822,31.1
1990,128,34.9,37.5,,60.4,58,,,25
1991,128,28,28.6,22,33.8,40,,,20
1992,128,27.2,34,30,65,84.2,22.5,1314,21.9
1993,128,27,32.2,25.4,58.7,85.1,27.8,1130,23.5
1994,128,24.1,31.8,17.1,51.4,62.5,29.9,1224,20
1995,128,30.5,36.4,23.5,50.5,64.1,34.8,1473,25
1996,128,40.3,34.3,24.2,60.2,59.5,35.6,1166,22.2
1997,128,25.7,26.3,14.9,40.3,53,26.9,1137,17.1
1998,128,28.7,28.7,22.3,55.3,76.9,33,1415.1,19.2
1999,128,35.3,36.2,24.4,60.3,73.6,35.1,1549.7,13.5
2000,128,30.6,32.8,32.7,45.1,46.3,31.3,1211,18.9
2001,128,27.7,29.6,23.2,60.1,71.5,23.6,1007,13.3
2002,128,35.5,37.8,20.2,51.9,67.7,23.3,1098,20.2
2003,128,21.6,27.2,13.1,30.3,41.5,14.7,844,15.2
2004,128,20.1,17.3,16.2,53.6,61.1,27.5,680,12.6
2005,128,41.9,44.7,34,55.9,75.9,27.1,1087,23.8
2006,128,34.3,36.7,27.6,58.3,77.6,23.7,1217,22.7
2007,128,30,33.6,23.3,48.8,56.6,29.6,1513,19.1
2008,128,31.8,32.3,27.6,59.3,80.6,26.1,1285,19.2
2009,128,39.8,45.1,44,69.1,65.1,,1615,23.8
2010,128,38.6,42,34.9,59.7,109.4,21.4,1175,17.7
2011,128,37.6,27.4,27.1,42.6,53.3,19.1,594,17.1
2012,128,38.5,41.6,32.6,62.5,61.1,36.6,1310,28.3
2013,128,62.3,58.9,41.5,74.9,65.2,44.7,1577,26.1
2014,128,31.9,49.26,41.7,75.21,96.81,22.1,966.24,22.05
2015,128,32.52,38.86,37.17,48.82,59.74,28.7,1350.31,21.19
2016,128,48.6,65.7,48.9,90.2,155.8,41.6,1525,25.8
2017,128,40.7,36.96,25.3,58.81,,23.4,1136.9,15.67
2018,128,51.9,42.8,37.2,71,107,32.8,1398,19.8
2019,128,55.9,47,45.9,74.6,79.5,41.3,1634,18.2
2020,128,51.3,52.9,40.4,87.9,100.7,43.9,1843,23.5
2021,128,44.8,38.7,30.4,50.7,,22.4,1318,13.9
2022,128,63.5,72.2,50,86.8,149.3,30.5,1369.4,30.2
2023,128,62,51.4,42.5,83.1,,26.8,1685.9,23.3
2024,128,44.7,56.3,33.4,86.6,,50.8,1434,23.6
2025,128,62.7,73.4,55.4,101.6,,27.2,2127,42.2
1990,129,42.5,41.6,,67.7,75,,,27.5
1991,129,22.9,23.8,,24.9,63.7,,,17.1
1992,129,35.2,42.2,25,72.5,80,,840,16.3
1993,129,29.3,35.4,26.2,60.3,66,30.1,1102,23.8
1994,129,29.7,34.9,21.8,53.2,60,31.5,1524,20.3
1995,129,30.7,37.8,21.3,60,63.3,30.4,1537,22.6
1996,129,35.6,39,25,44.4,64.3,41.7,1560,24.9
1997,129,29.3,36.2,17.5,46.1,61.4,28.9,1008.9,20.5
1998,129,29.3,34.7,24,47.4,52.7,35.9,1594.5,18.7
1999,129,31.2,36.5,23.6,39.5,47.4,35.7,962.2,16.1
2000,129,25.4,33.7,22.4,43.8,64,36.1,1117.1,15.8
2001,129,25.5,27.9,21.3,45,52.5,23.7,1061,15.7
2002,129,29.5,29.9,20.4,38,25,21.8,979,19
2003,129,25,32.2,14.8,46.2,45.4,21.5,880,13.3
2004,129,17.2,17.7,18.4,44.1,50.6,43,1086,5.8
2005,129,31.7,40.9,23.3,47.8,70.4,27.7,1276,21
2006,129,30.4,41,29.4,41.8,65.9,35.8,1345,23.6
2007,129,28.1,29.9,26.4,33.4,63.7,32.3,1243,17.8
2008,129,21.5,30.9,27.7,31.9,57.5,28.4,1355,18.1
2009,129,34.8,41.1,39.9,75,65,45,1694,25
2010,129,32,38.3,30.2,27.6,,30.8,1170,16.3
2011,129,18.5,28.3,14.7,15.4,27.6,15.2,488,13.2
2012,129,30.9,39.9,31,48.9,70.9,35.9,1501,23.4
2013,129,40.8,54.9,44.4,74.5,68.9,60.4,1495,25.9
2014,129,32.7,41.63,36.31,61.86,69.23,37.1,986.66,20.64
2015,129,20.16,23.24,29.89,44.02,43.72,24.6,1182.57,17.41
2016,129,41.1,59.4,44.5,50.6,,36.7,1448,28.4
2017,129,38.61,44.04,30.68,51.27,,27.6,1200.18,17.79
2018,129,47.6,50.2,43.5,62,,31,1311,20.9
2019,129,42.6,46.7,42.5,56.5,60,29.5,1454,25.2
2020,129,43.9,53.3,39.3,86.9,,40,1916,33.1
2021,129,32,33.9,28.4,,,,1236,17.4
2022,129,38.1,56,50.6,,,33.3,1253.2,29.3
2023,129,48.1,54.8,42.6,76.5,,44.9,2014.2,26.9
2024,129,,59.5,41.9,,,41.9,1640,24.9
2025,129,72.5,72.7,51,,,54.1,2632,37.3
1990,130,38.7,42.3,,67.3,75,,,25.2
1991,130,23,29,,26.9,50,,,24.8
1992,130,34.6,32.4,25,70,72.5,8,643,16.7
1993,130,29.3,34.9,20,48.9,81.8,18.1,1097,22.5
1994,130,28.4,35,22,48.5,70,28.1,1623,19.5
1995,130,30.6,34.5,20.1,46,49.4,34,1279,21.6
1996,130,30.4,38.2,24,54.8,62.6,36.4,1368,24.2
1997,130,27.1,34.9,16,50.6,58.5,32.4,1671.7,18.1
1998,130,24,29.6,19.4,43.7,,27.8,1556.1,18.8
1999,130,28.1,37.8,24.1,29.5,35.7,39.2,1600.7,17.9
2000,130,27.9,34.4,24.4,38.5,,31.6,1200.5,19.2
2001,130,23.5,27.3,19.3,32.1,,22.1,1038,19.8
2002,130,32,30.2,6.1,36,54.7,22,869,15.7
2003,130,25.9,26.2,8.2,28.5,37.4,20.4,771,13.3
2004,130,28.5,25.9,20.9,41.5,46.9,36.1,1221,8.6
2005,130,38.8,36.4,30.6,44.2,45.8,32.9,1201,24.4
2006,130,38.4,44.7,26.6,55.3,,38.7,1391,25.9
2007,130,33.3,33.6,27.5,58.9,34.7,29.3,1319,20
2008,130,24.8,36.4,27.2,57,,30.1,1401,19.1
2009,130,24.5,46.6,43.2,54.2,,36.8,1780,27.8
2010,130,39.6,39.8,34.9,46.5,83.7,32.3,1518,18.5
