Year,RM,Crop,Yield,Unit
2014,166,Canola,36.25,bu/ac
2015,166,Canola,25.24,bu/ac
2016,166,Canola,45.2,bu/ac
2017,166,Canola,25.37,bu/ac
2018,166,Canola,28.2,bu/ac
2019,166,Canola,40.6,bu/ac
2020,166,Canola,39.6,bu/ac
2021,166,Canola,13.6,bu/ac
2022,166,Canola,16.4,bu/ac
2023,166,Canola,15.8,bu/ac
2024,166,Canola,15.8,bu/ac
2025,166,Canola,32.5,bu/ac
1992,167,Canola,25,bu/ac
1993,167,Canola,20,bu/ac
1994,167,Canola,15,bu/ac
1995,167,Canola,18.8,bu/ac
1996,167,Canola,29.8,bu/ac
1997,167,Canola,23.7,bu/ac
1998,167,Canola,26.6,bu/ac
1999,167,Canola,32,bu/ac
2000,167,Canola,26.1,bu/ac
2001,167,Canola,23.5,bu/ac
2002,167,Canola,23,bu/ac
2003,167,Canola,16.3,bu/ac
2004,167,Canola,32.5,bu/ac
2005,167,Canola,29.2,bu/ac
2006,167,Canola,26.7,bu/ac
2007,167,Canola,26.2,bu/ac
2008,167,Canola,39.5,bu/ac
2009,167,Canola,29.2,bu/ac
2010,167,Canola,29.3,bu/ac
2011,167,Canola,39,bu/ac
2012,167,Canola,27.8,bu/ac
2013,167,Canola,41.5,bu/ac
2014,167,Canola,40,bu/ac
2015,167,Canola,32.59,bu/ac
2016,167,Canola,41.3,bu/ac
2017,167,Canola,34.9,bu/ac
2018,167,Canola,33.4,bu/ac
2019,167,Canola,41.1,bu/ac
2020,167,Canola,42.3,bu/ac
2021,167,Canola,16.8,bu/ac
2022,167,Canola,27,bu/ac
2023,167,Canola,18.6,bu/ac
2024,167,Canola,22.3,bu/ac
2025,167,Canola,38.7,bu/ac
1991,168,Canola,20,bu/ac
1992,168,Canola,20,bu/ac
1993,168,Canola,25,bu/ac
1994,168,Canola,20,bu/ac
1995,168,Canola,25,bu/ac
1996,168,Canola,20,bu/ac
1997,168,Canola,24.7,bu/ac
1998,168,Canola,12.2,bu/ac
1999,168,Canola,34.3,bu/ac
2000,168,Canola,35,bu/ac
2001,168,Canola,14.6,bu/ac
2002,168,Canola,15.8,bu/ac
2003,168,Canola,10.8,bu/ac
2004,168,Canola,31.8,bu/ac
2005,168,Canola,28.9,bu/ac
2006,168,Canola,16.4,bu/ac
2007,168,Canola,21.3,bu/ac
2008,168,Canola,26.7,bu/ac
2009,168,Canola,25.1,bu/ac
2010,168,Canola,32.3,bu/ac
2011,168,Canola,33,bu/ac
2012,168,Canola,26.3,bu/ac
2013,168,Canola,42.8,bu/ac
2014,168,Canola,41.15,bu/ac
2015,168,Canola,32.41,bu/ac
2016,168,Canola,51.4,bu/ac
2017,168,Canola,30.68,bu/ac
2018,168,Canola,33.4,bu/ac
2019,168,Canola,35.5,bu/ac
2020,168,Canola,32.2,bu/ac
2021,168,Canola,14.2,bu/ac
2022,168,Canola,16.6,bu/ac
2023,168,Canola,9.5,bu/ac
2024,168,Canola,18.3,bu/ac
2025,168,Canola,30.9,bu/ac
1993,169,Canola,20,bu/ac
1994,169,Canola,16.5,bu/ac
1995,169,Canola,20,bu/ac
1996,169,Canola,18.5,bu/ac
1997,169,Canola,25,bu/ac
1998,169,Canola,15.9,bu/ac
1999,169,Canola,26.6,bu/ac
2000,169,Canola,26,bu/ac
2001,169,Canola,15,bu/ac
2004,169,Canola,20.5,bu/ac
2005,169,Canola,35,bu/ac
2006,169,Canola,21.4,bu/ac
2007,169,Canola,24.6,bu/ac
2009,169,Canola,30,bu/ac
2010,169,Canola,33.8,bu/ac
2011,169,Canola,35.1,bu/ac
2012,169,Canola,30.7,bu/ac
2013,169,Canola,37.9,bu/ac
2014,169,Canola,49.75,bu/ac
2015,169,Canola,31.48,bu/ac
2016,169,Canola,56.6,bu/ac
2017,169,Canola,37.59,bu/ac
2018,169,Canola,33,bu/ac
2019,169,Canola,28,bu/ac
2020,169,Canola,33.5,bu/ac
2021,169,Canola,15.6,bu/ac
2022,169,Canola,17.5,bu/ac
2023,169,Canola,10.4,bu/ac
2024,169,Canola,16.1,bu/ac
2025,169,Canola,24.4,bu/ac
1995,171,Canola,30,bu/ac
1996,171,Canola,20,bu/ac
1997,171,Canola,30,bu/ac
1998,171,Canola,22.5,bu/ac
1999,171,Canola,31.4,bu/ac
2000,171,Canola,22.5,bu/ac
2001,171,Canola,7.5,bu/ac
2002,171,Canola,5,bu/ac
2003,171,Canola,20,bu/ac
2010,171,Canola,30,bu/ac
2011,171,Canola,35.2,bu/ac
2012,171,Canola,26.9,bu/ac
2013,171,Canola,38.8,bu/ac
2014,171,Canola,30.49,bu/ac
2015,171,Canola,23.32,bu/ac
2016,171,Canola,39.2,bu/ac
2017,171,Canola,22.07,bu/ac
2018,171,Canola,22.1,bu/ac
2019,171,Canola,20.4,bu/ac
2020,171,Canola,16,bu/ac
2021,171,Canola,8.4,bu/ac
2022,171,Canola,10.9,bu/ac
2024,171,Canola,7.7,bu/ac
2025,171,Canola,14.5,bu/ac
1990,181,Canola,27.4,bu/ac
1991,181,Canola,27.4,bu/ac
1992,181,Canola,23.7,bu/ac
1993,181,Canola,24.3,bu/ac
1994,181,Canola,23.6,bu/ac
1995,181,Canola,20.4,bu/ac
1996,181,Canola,28.5,bu/ac
1997,181,Canola,24,bu/ac
1998,181,Canola,26.7,bu/ac
1999,181,Canola,28.7,bu/ac
2000,181,Canola,28.5,bu/ac
2001,181,Canola,24.9,bu/ac
2002,181,Canola,29.2,bu/ac
2003,181,Canola,20.4,bu/ac
2004,181,Canola,23.2,bu/ac
2005,181,Canola,33.1,bu/ac
2006,181,Canola,34.5,bu/ac
2007,181,Canola,25,bu/ac
2008,181,Canola,37.6,bu/ac
2009,181,Canola,39.9,bu/ac
2010,181,Canola,28.3,bu/ac
2011,181,Canola,17.2,bu/ac
2012,181,Canola,20.8,bu/ac
2013,181,Canola,43.9,bu/ac
2014,181,Canola,32.49,bu/ac
2015,181,Canola,41.11,bu/ac
2016,181,Canola,37.1,bu/ac
2017,181,Canola,39.57,bu/ac
2018,181,Canola,39.6,bu/ac
2019,181,Canola,48.8,bu/ac
2020,181,Canola,43.6,bu/ac
2021,181,Canola,34.1,bu/ac
2022,181,Canola,38.2,bu/ac
2023,181,Canola,40.1,bu/ac
2024,181,Canola,36.7,bu/ac
2025,181,Canola,46.2,bu/ac
1990,183,Canola,27.9,bu/ac
1991,183,Canola,25.1,bu/ac
1992,183,Canola,27.1,bu/ac
1993,183,Canola,23.9,bu/ac
1994,183,Canola,22.1,bu/ac
1995,183,Canola,10.7,bu/ac
1996,183,Canola,25,bu/ac
1997,183,Canola,20.6,bu/ac
1998,183,Canola,22.8,bu/ac
1999,183,Canola,27.3,bu/ac
2000,183,Canola,24.4,bu/ac
2001,183,Canola,21.6,bu/ac
2002,183,Canola,22.5,bu/ac
2003,183,Canola,22.7,bu/ac
2004,183,Canola,16.2,bu/ac
2005,183,Canola,25.4,bu/ac
2006,183,Canola,27.3,bu/ac
2007,183,Canola,22.7,bu/ac
2008,183,Canola,34.2,bu/ac
2009,183,Canola,37,bu/ac
2010,183,Canola,29.6,bu/ac
2011,183,Canola,25.6,bu/ac
2012,183,Canola,18.8,bu/ac
2013,183,Canola,40.5,bu/ac
2014,183,Canola,29.1,bu/ac
2015,183,Canola,36.55,bu/ac
2016,183,Canola,35.7,bu/ac
2017,183,Canola,32.62,bu/ac
2018,183,Canola,37.5,bu/ac
2019,183,Canola,43.6,bu/ac
2020,183,Canola,35.4,bu/ac
2021,183,Canola,20.7,bu/ac
2022,183,Canola,36.3,bu/ac
2023,183,Canola,39,bu/ac
2024,183,Canola,35.8,bu/ac
2025,183,Canola,53.1,bu/ac
1990,184,Canola,25.7,bu/ac
1991,184,Canola,24.4,bu/ac
1992,184,Canola,19.7,bu/ac
1993,184,Canola,18.4,bu/ac
1994,184,Canola,17.3,bu/ac
1995,184,Canola,12.8,bu/ac
1996,184,Canola,24.9,bu/ac
1997,184,Canola,17.3,bu/ac
1998,184,Canola,22.5,bu/ac
1999,184,Canola,23.1,bu/ac
2000,184,Canola,28.1,bu/ac
2001,184,Canola,16,bu/ac
2002,184,Canola,16.7,bu/ac
2003,184,Canola,14.1,bu/ac
2004,184,Canola,21.4,bu/ac
2005,184,Canola,26.3,bu/ac
2006,184,Canola,17.5,bu/ac
2007,184,Canola,19.9,bu/ac
2008,184,Canola,29.7,bu/ac
2009,184,Canola,29,bu/ac
2010,184,Canola,27.8,bu/ac
2011,184,Canola,23,bu/ac
2012,184,Canola,19.9,bu/ac
2013,184,Canola,33.7,bu/ac
2014,184,Canola,26.02,bu/ac
2015,184,Canola,34.18,bu/ac
2016,184,Canola,32.8,bu/ac
2017,184,Canola,32.02,bu/ac
2018,184,Canola,32,bu/ac
2019,184,Canola,41.7,bu/ac
2020,184,Canola,29.9,bu/ac
2021,184,Canola,26.7,bu/ac
2022,184,Canola,37,bu/ac
2023,184,Canola,36.9,bu/ac
2024,184,Canola,33.5,bu/ac
2025,184,Canola,43.7,bu/ac
1990,185,Canola,25.2,bu/ac
1991,185,Canola,27.5,bu/ac
1992,185,Canola,25.2,bu/ac
1993,185,Canola,27.5,bu/ac
1994,185,Canola,19.3,bu/ac
1995,185,Canola,11.6,bu/ac
1996,185,Canola,27.8,bu/ac
1997,185,Canola,19.8,bu/ac
1998,185,Canola,22.6,bu/ac
1999,185,Canola,26.3,bu/ac
2000,185,Canola,24.5,bu/ac
2001,185,Canola,20.4,bu/ac
2002,185,Canola,20.9,bu/ac
2003,185,Canola,13.7,bu/ac
2004,185,Canola,16,bu/ac
2005,185,Canola,29,bu/ac
2006,185,Canola,26.1,bu/ac
2007,185,Canola,24.1,bu/ac
2008,185,Canola,36,bu/ac
2009,185,Canola,40,bu/ac
2010,185,Canola,28,bu/ac
2011,185,Canola,23.6,bu/ac
2012,185,Canola,21.6,bu/ac
2013,185,Canola,38,bu/ac
2014,185,Canola,22.51,bu/ac
2015,185,Canola,36.81,bu/ac
2016,185,Canola,36,bu/ac
2017,185,Canola,33.29,bu/ac
2018,185,Canola,36.8,bu/ac
2019,185,Canola,47,bu/ac
2020,185,Canola,37.1,bu/ac
2021,185,Canola,35.8,bu/ac
2022,185,Canola,44.4,bu/ac
2023,185,Canola,43.8,bu/ac
2024,185,Canola,39.1,bu/ac
2025,185,Canola,45.5,bu/ac
1990,186,Canola,21.8,bu/ac
1991,186,Canola,26.4,bu/ac
1992,186,Canola,28.6,bu/ac
1993,186,Canola,21,bu/ac
1994,186,Canola,20,bu/ac
1995,186,Canola,16,bu/ac
1996,186,Canola,24,bu/ac
1997,186,Canola,19.6,bu/ac
1998,186,Canola,24.5,bu/ac
1999,186,Canola,30.4,bu/ac
2000,186,Canola,31.4,bu/ac
2001,186,Canola,21.9,bu/ac
2002,186,Canola,13.4,bu/ac
2003,186,Canola,15.8,bu/ac
2004,186,Canola,24.2,bu/ac
2005,186,Canola,31,bu/ac
2006,186,Canola,32.7,bu/ac
2007,186,Canola,32.6,bu/ac
2008,186,Canola,37.2,bu/ac
2009,186,Canola,38.1,bu/ac
2010,186,Canola,29.3,bu/ac
2011,186,Canola,31.7,bu/ac
2012,186,Canola,25.1,bu/ac
2013,186,Canola,42.7,bu/ac
2014,186,Canola,24.57,bu/ac
2015,186,Canola,41.2,bu/ac
2016,186,Canola,44.2,bu/ac
2017,186,Canola,38.59,bu/ac
2018,186,Canola,41.3,bu/ac
2019,186,Canola,52,bu/ac
2020,186,Canola,41.3,bu/ac
2021,186,Canola,27.9,bu/ac
2022,186,Canola,51.7,bu/ac
2023,186,Canola,46.7,bu/ac
2024,186,Canola,34.3,bu/ac
2025,186,Canola,43.5,bu/ac
1990,187,Canola,19,bu/ac
1992,187,Canola,25,bu/ac
1993,187,Canola,24.9,bu/ac
1994,187,Canola,21.6,bu/ac
1995,187,Canola,15,bu/ac
1996,187,Canola,20.5,bu/ac
1997,187,Canola,19,bu/ac
1998,187,Canola,23.7,bu/ac
1999,187,Canola,22.7,bu/ac
2000,187,Canola,24,bu/ac
2001,187,Canola,21.3,bu/ac
2002,187,Canola,18.9,bu/ac
2003,187,Canola,12.6,bu/ac
2004,187,Canola,22.7,bu/ac
2005,187,Canola,27.7,bu/ac
2006,187,Canola,28.5,bu/ac
2007,187,Canola,35.3,bu/ac
2008,187,Canola,31.7,bu/ac
2009,187,Canola,36.3,bu/ac
2010,187,Canola,30.8,bu/ac
2011,187,Canola,28.5,bu/ac
2012,187,Canola,25.4,bu/ac
2013,187,Canola,48.2,bu/ac
2014,187,Canola,38.13,bu/ac
2015,187,Canola,39.5,bu/ac
2016,187,Canola,43.6,bu/ac
2017,187,Canola,37,bu/ac
2018,187,Canola,38.4,bu/ac
2019,187,Canola,44,bu/ac
2020,187,Canola,41.7,bu/ac
2021,187,Canola,23.7,bu/ac
2022,187,Canola,48.8,bu/ac
2023,187,Canola,48.8,bu/ac
2024,187,Canola,36.8,bu/ac
2025,187,Canola,45.7,bu/ac
1990,189,Canola,18,bu/ac
1991,189,Canola,25,bu/ac
1992,189,Canola,27.5,bu/ac
1993,189,Canola,30.4,bu/ac
1994,189,Canola,26.1,bu/ac
1995,189,Canola,19.5,bu/ac
1996,189,Canola,22.8,bu/ac
1997,189,Canola,19.9,bu/ac
1998,189,Canola,21.8,bu/ac
1999,189,Canola,28.1,bu/ac
2000,189,Canola,27.3,bu/ac
2001,189,Canola,17.7,bu/ac
2002,189,Canola,12.8,bu/ac
2003,189,Canola,13.5,bu/ac
2004,189,Canola,24.1,bu/ac
2005,189,Canola,26.9,bu/ac
2006,189,Canola,29.7,bu/ac
2007,189,Canola,22.6,bu/ac
2008,189,Canola,32.9,bu/ac
2009,189,Canola,35.5,bu/ac
2010,189,Canola,38.9,bu/ac
2011,189,Canola,27,bu/ac
2012,189,Canola,28,bu/ac
2013,189,Canola,46.3,bu/ac
2014,189,Canola,28.55,bu/ac
2015,189,Canola,36.52,bu/ac
2016,189,Canola,42.5,bu/ac
2017,189,Canola,27.16,bu/ac
2018,189,Canola,32.1,bu/ac
2019,189,Canola,43.8,bu/ac
2020,189,Canola,41.2,bu/ac
2021,189,Canola,24.9,bu/ac
2022,189,Canola,46.4,bu/ac
2023,189,Canola,40.1,bu/ac
2024,189,Canola,31.6,bu/ac
2025,189,Canola,41,bu/ac
1990,190,Canola,7,bu/ac
1991,190,Canola,30.7,bu/ac
1992,190,Canola,30,bu/ac
1993,190,Canola,27.5,bu/ac
1994,190,Canola,22.5,bu/ac
1995,190,Canola,16.3,bu/ac
1996,190,Canola,22.6,bu/ac
1997,190,Canola,18.4,bu/ac
1998,190,Canola,19,bu/ac
1999,190,Canola,26.4,bu/ac
2000,190,Canola,25.1,bu/ac
2001,190,Canola,14.1,bu/ac
2002,190,Canola,7,bu/ac
2003,190,Canola,8.6,bu/ac
2004,190,Canola,18.8,bu/ac
2005,190,Canola,25.6,bu/ac
2006,190,Canola,22.2,bu/ac
2007,190,Canola,17.1,bu/ac
2008,190,Canola,22.1,bu/ac
2009,190,Canola,22.8,bu/ac
2010,190,Canola,31.9,bu/ac
2011,190,Canola,25.6,bu/ac
2012,190,Canola,24.8,bu/ac
2013,190,Canola,32.6,bu/ac
2014,190,Canola,24.93,bu/ac
2015,190,Canola,32.4,bu/ac
2016,190,Canola,36.3,bu/ac
2017,190,Canola,25.21,bu/ac
2018,190,Canola,25.2,bu/ac
2019,190,Canola,27.9,bu/ac
2020,190,Canola,30.5,bu/ac
2021,190,Canola,18,bu/ac
2022,190,Canola,39,bu/ac
2023,190,Canola,25,bu/ac
2024,190,Canola,26.1,bu/ac
2025,190,Canola,31.6,bu/ac
1992,191,Canola,29.8,bu/ac
1993,191,Canola,20,bu/ac
1994,191,Canola,14.9,bu/ac
1995,191,Canola,18.9,bu/ac
1996,191,Canola,26,bu/ac
1997,191,Canola,18.3,bu/ac
1998,191,Canola,25.1,bu/ac
1999,191,Canola,27.2,bu/ac
2000,191,Canola,27.2,bu/ac
2001,191,Canola,12.2,bu/ac
2002,191,Canola,12.4,bu/ac
2003,191,Canola,14.9,bu/ac
2004,191,Canola,37.6,bu/ac
2005,191,Canola,32.3,bu/ac
2006,191,Canola,32.2,bu/ac
2007,191,Canola,26.6,bu/ac
2008,191,Canola,32.2,bu/ac
2009,191,Canola,33.9,bu/ac
2010,191,Canola,41,bu/ac
2011,191,Canola,44.1,bu/ac
2012,191,Canola,25.7,bu/ac
2013,191,Canola,53.7,bu/ac
2014,191,Canola,31.82,bu/ac
2015,191,Canola,34.07,bu/ac
2016,191,Canola,48.8,bu/ac
2017,191,Canola,35.51,bu/ac
2018,191,Canola,46.5,bu/ac
2019,191,Canola,46.5,bu/ac
2020,191,Canola,40.7,bu/ac
2021,191,Canola,23.7,bu/ac
2022,191,Canola,41.7,bu/ac
2023,191,Canola,29.5,bu/ac
2024,191,Canola,43.2,bu/ac
2025,191,Canola,49.3,bu/ac
1991,193,Canola,30,bu/ac
1992,193,Canola,29.7,bu/ac
1993,193,Canola,29.9,bu/ac
1994,193,Canola,19.6,bu/ac
1995,193,Canola,19.1,bu/ac
1996,193,Canola,21.9,bu/ac
1997,193,Canola,19.6,bu/ac
1998,193,Canola,21.9,bu/ac
1999,193,Canola,25.3,bu/ac
2000,193,Canola,23.2,bu/ac
2001,193,Canola,15.6,bu/ac
2002,193,Canola,10.2,bu/ac
2003,193,Canola,8.6,bu/ac
2004,193,Canola,29.4,bu/ac
2005,193,Canola,25,bu/ac
2006,193,Canola,20.8,bu/ac
2007,193,Canola,16.9,bu/ac
2008,193,Canola,25.5,bu/ac
2009,193,Canola,27.4,bu/ac
2010,193,Canola,28.2,bu/ac
2011,193,Canola,33.7,bu/ac
2012,193,Canola,27.7,bu/ac
2013,193,Canola,42.1,bu/ac
2014,193,Canola,32.67,bu/ac
2015,193,Canola,32.12,bu/ac
2016,193,Canola,46.2,bu/ac
2017,193,Canola,32.69,bu/ac
2018,193,Canola,38.5,bu/ac
2019,193,Canola,36.1,bu/ac
2020,193,Canola,34,bu/ac
2021,193,Canola,13.9,bu/ac
2022,193,Canola,23.9,bu/ac
2023,193,Canola,19.5,bu/ac
2024,193,Canola,29.6,bu/ac
2025,193,Canola,34.8,bu/ac
1990,194,Canola,11,bu/ac
1991,194,Canola,25,bu/ac
1992,194,Canola,23,bu/ac
1993,194,Canola,32,bu/ac
1994,194,Canola,18.3,bu/ac
1995,194,Canola,21,bu/ac
1996,194,Canola,22.2,bu/ac
1997,194,Canola,18.5,bu/ac
1998,194,Canola,22.7,bu/ac
1999,194,Canola,22.7,bu/ac
2000,194,Canola,22.2,bu/ac
2001,194,Canola,11.6,bu/ac
2002,194,Canola,10.1,bu/ac
2003,194,Canola,8,bu/ac
2004,194,Canola,20.1,bu/ac
2005,194,Canola,24,bu/ac
2006,194,Canola,17.9,bu/ac
2007,194,Canola,15.5,bu/ac
2008,194,Canola,19.4,bu/ac
2009,194,Canola,20.6,bu/ac
2010,194,Canola,23.5,bu/ac
2011,194,Canola,28.9,bu/ac
2012,194,Canola,21.5,bu/ac
2013,194,Canola,38.8,bu/ac
2014,194,Canola,32.8,bu/ac
2015,194,Canola,28.68,bu/ac
2016,194,Canola,44.2,bu/ac
2017,194,Canola,30.64,bu/ac
2018,194,Canola,40,bu/ac
2019,194,Canola,41.1,bu/ac
2020,194,Canola,37.1,bu/ac
2021,194,Canola,14.7,bu/ac
2022,194,Canola,19.4,bu/ac
2023,194,Canola,18.3,bu/ac
2024,194,Canola,31.9,bu/ac
2025,194,Canola,32.1,bu/ac
1990,211,Canola,28.1,bu/ac
1991,211,Canola,26,bu/ac
1992,211,Canola,20.9,bu/ac
1993,211,Canola,21.8,bu/ac
1994,211,Canola,17.7,bu/ac
1995,211,Canola,15.6,bu/ac
1996,211,Canola,26,bu/ac
1997,211,Canola,23,bu/ac
1998,211,Canola,23.6,bu/ac
1999,211,Canola,25.6,bu/ac
2000,211,Canola,27.4,bu/ac
2001,211,Canola,24.3,bu/ac
2002,211,Canola,25.1,bu/ac
2003,211,Canola,22.4,bu/ac
2004,211,Canola,24.1,bu/ac
2005,211,Canola,25.6,bu/ac
2006,211,Canola,33,bu/ac
2007,211,Canola,26.7,bu/ac
2008,211,Canola,32.2,bu/ac
2009,211,Canola,35.4,bu/ac
2010,211,Canola,28,bu/ac
2011,211,Canola,22,bu/ac
2012,211,Canola,19.1,bu/ac
2013,211,Canola,38.3,bu/ac
2014,211,Canola,26.97,bu/ac
2015,211,Canola,39,bu/ac
2016,211,Canola,44,bu/ac
2017,211,Canola,41.76,bu/ac
2018,211,Canola,36.9,bu/ac
2019,211,Canola,47.2,bu/ac
2020,211,Canola,43.6,bu/ac
2021,211,Canola,32.7,bu/ac
2022,211,Canola,46.8,bu/ac
2023,211,Canola,46.7,bu/ac
2024,211,Canola,36.7,bu/ac
2025,211,Canola,49.9,bu/ac
1990,213,Canola,23.4,bu/ac
1991,213,Canola,22.6,bu/ac
1992,213,Canola,19.1,bu/ac
1993,213,Canola,23.2,bu/ac
1994,213,Canola,21.6,bu/ac
1995,213,Canola,15.9,bu/ac
1996,213,Canola,24.7,bu/ac
1997,213,Canola,24.1,bu/ac
1998,213,Canola,22.6,bu/ac
1999,213,Canola,24.4,bu/ac
2000,213,Canola,24.4,bu/ac
2001,213,Canola,21.3,bu/ac
2002,213,Canola,24.5,bu/ac
2003,213,Canola,21.6,bu/ac
2004,213,Canola,16.7,bu/ac
2005,213,Canola,28.6,bu/ac
2006,213,Canola,23.3,bu/ac
2007,213,Canola,23.2,bu/ac
2008,213,Canola,34,bu/ac
2009,213,Canola,38.3,bu/ac
2010,213,Canola,29.6,bu/ac
2011,213,Canola,28.8,bu/ac
2012,213,Canola,20.5,bu/ac
2013,213,Canola,33.6,bu/ac
2014,213,Canola,28.87,bu/ac
2015,213,Canola,41.08,bu/ac
2016,213,Canola,39.7,bu/ac
2017,213,Canola,35.85,bu/ac
2018,213,Canola,35.9,bu/ac
2019,213,Canola,45.8,bu/ac
2020,213,Canola,40.3,bu/ac
2021,213,Canola,28.8,bu/ac
2022,213,Canola,42.9,bu/ac
2023,213,Canola,43.1,bu/ac
2024,213,Canola,35.9,bu/ac
2025,213,Canola,50.3,bu/ac
1990,214,Canola,17,bu/ac
1991,214,Canola,18.1,bu/ac
1992,214,Canola,17.2,bu/ac
1993,214,Canola,18.6,bu/ac
1994,214,Canola,20.4,bu/ac
1995,214,Canola,13.5,bu/ac
1996,214,Canola,26.8,bu/ac
1997,214,Canola,19.3,bu/ac
1998,214,Canola,19.8,bu/ac
1999,214,Canola,27.1,bu/ac
2000,214,Canola,25.3,bu/ac
2001,214,Canola,19,bu/ac
2002,214,Canola,25.3,bu/ac
2003,214,Canola,22.4,bu/ac
2004,214,Canola,19.4,bu/ac
2005,214,Canola,24.7,bu/ac
2006,214,Canola,27,bu/ac
2007,214,Canola,23.8,bu/ac
2008,214,Canola,30,bu/ac
2009,214,Canola,39.4,bu/ac
2010,214,Canola,26.1,bu/ac
2011,214,Canola,29.5,bu/ac
2012,214,Canola,20.4,bu/ac
2013,214,Canola,33,bu/ac
2014,214,Canola,27.04,bu/ac
2015,214,Canola,32.76,bu/ac
2016,214,Canola,38,bu/ac
2017,214,Canola,31.24,bu/ac
2018,214,Canola,36.1,bu/ac
2019,214,Canola,46.4,bu/ac
2020,214,Canola,35.7,bu/ac
2021,214,Canola,26.6,bu/ac
2022,214,Canola,42.4,bu/ac
2023,214,Canola,43.5,bu/ac
2024,214,Canola,33.9,bu/ac
2025,214,Canola,44.5,bu/ac
1990,215,Canola,16,bu/ac
1991,215,Canola,26.2,bu/ac
1992,215,Canola,20,bu/ac
1993,215,Canola,23.9,bu/ac
1994,215,Canola,18,bu/ac
1995,215,Canola,11.9,bu/ac
1996,215,Canola,24.1,bu/ac
1997,215,Canola,20.6,bu/ac
1998,215,Canola,26.4,bu/ac
1999,215,Canola,26.7,bu/ac
2000,215,Canola,27.3,bu/ac
2001,215,Canola,21.7,bu/ac
2002,215,Canola,25.2,bu/ac
2003,215,Canola,19.2,bu/ac
2004,215,Canola,14.5,bu/ac
2005,215,Canola,27.9,bu/ac
2006,215,Canola,24,bu/ac
2008,215,Canola,25.6,bu/ac
2009,215,Canola,38.5,bu/ac
2010,215,Canola,24.1,bu/ac
2011,215,Canola,25.5,bu/ac
2012,215,Canola,23.5,bu/ac
2013,215,Canola,35.9,bu/ac
2014,215,Canola,22.84,bu/ac
2015,215,Canola,31.91,bu/ac
2016,215,Canola,40.8,bu/ac
2017,215,Canola,30.1,bu/ac
2018,215,Canola,35.5,bu/ac
2019,215,Canola,46,bu/ac
2020,215,Canola,36,bu/ac
2021,215,Canola,30.2,bu/ac
2022,215,Canola,45.5,bu/ac
2023,215,Canola,44,bu/ac
2024,215,Canola,36.8,bu/ac
2025,215,Canola,51,bu/ac
1990,216,Canola,23.3,bu/ac
1991,216,Canola,25.5,bu/ac
1992,216,Canola,19.6,bu/ac
1993,216,Canola,25.3,bu/ac
1994,216,Canola,18.1,bu/ac
1995,216,Canola,15.9,bu/ac
1996,216,Canola,26.6,bu/ac
1997,216,Canola,24.1,bu/ac
1998,216,Canola,19.4,bu/ac
1999,216,Canola,27.5,bu/ac
2000,216,Canola,29.1,bu/ac
2001,216,Canola,17.3,bu/ac
2002,216,Canola,17.4,bu/ac
2003,216,Canola,18,bu/ac
2004,216,Canola,18.1,bu/ac
2005,216,Canola,32.9,bu/ac
2006,216,Canola,23.2,bu/ac
2007,216,Canola,22,bu/ac
2008,216,Canola,33.3,bu/ac
2009,216,Canola,30.7,bu/ac
2010,216,Canola,23.3,bu/ac
2011,216,Canola,25.7,bu/ac
2012,216,Canola,19.5,bu/ac
2013,216,Canola,37.2,bu/ac
2014,216,Canola,28.56,bu/ac
2015,216,Canola,36.41,bu/ac
2016,216,Canola,34.2,bu/ac
2017,216,Canola,32.5,bu/ac
2018,216,Canola,36.2,bu/ac
2019,216,Canola,40.3,bu/ac
2020,216,Canola,39.5,bu/ac
2021,216,Canola,27.3,bu/ac
2022,216,Canola,47.4,bu/ac
2023,216,Canola,37.2,bu/ac
2024,216,Canola,34.4,bu/ac
2025,216,Canola,45.3,bu/ac
1990,217,Canola,17.5,bu/ac
1991,217,Canola,25,bu/ac
1992,217,Canola,19.5,bu/ac
1993,217,Canola,25.8,bu/ac
1994,217,Canola,18.1,bu/ac
1995,217,Canola,11.7,bu/ac
1996,217,Canola,24,bu/ac
1997,217,Canola,17.9,bu/ac
1998,217,Canola,23.1,bu/ac
1999,217,Canola,27.1,bu/ac
2000,217,Canola,26.1,bu/ac
2001,217,Canola,21.7,bu/ac
2002,217,Canola,15.4,bu/ac
2003,217,Canola,20.4,bu/ac
2004,217,Canola,15.4,bu/ac
2005,217,Canola,25.7,bu/ac
2006,217,Canola,26.1,bu/ac
2007,217,Canola,25.3,bu/ac
2008,217,Canola,33.8,bu/ac
2009,217,Canola,31.1,bu/ac
2010,217,Canola,30.1,bu/ac
2011,217,Canola,24.8,bu/ac
2012,217,Canola,21.2,bu/ac
2013,217,Canola,37.3,bu/ac
2014,217,Canola,26.84,bu/ac
2015,217,Canola,34.23,bu/ac
2016,217,Canola,41.9,bu/ac
2017,217,Canola,35.71,bu/ac
2018,217,Canola,40.9,bu/ac
2019,217,Canola,40,bu/ac
2020,217,Canola,40.7,bu/ac
2021,217,Canola,31.2,bu/ac
2022,217,Canola,52.3,bu/ac
2023,217,Canola,40.3,bu/ac
2024,217,Canola,37.5,bu/ac
2025,217,Canola,45.1,bu/ac
1990,218,Canola,14,bu/ac
1991,218,Canola,21.7,bu/ac
1992,218,Canola,30,bu/ac
1993,218,Canola,24.7,bu/ac
1994,218,Canola,23.7,bu/ac
1995,218,Canola,14.4,bu/ac
